Interaction_A(DrugBank_ID)	Interaction_B(DrugBank_ID)	adv/app	drugcomb
DB00193	DB00051	0	(DB00193,DB00051)
DB00126	DB01395	0	(DB00126,DB01395)
DB00163	DB00051	0	(DB00163,DB00051)
DB00945	DB00627	0	(DB00945,DB00627)
DB01142	DB00860	0	(DB01142,DB00860)
DB00060	DB00108	0	(DB00060,DB00108)
DB00482	DB00051	0	(DB00482,DB00051)
DB00318	DB00051	0	(DB00318,DB00051)
DB00956	DB00898	0	(DB00956,DB00898)
DB00956	DB01395	0	(DB00956,DB01395)
DB01097	DB00005	0	(DB01097,DB00005)
DB00398	DB00316	0	(DB00398,DB00316)
DB00697	DB00108	0	(DB00697,DB00108)
DB00533	DB00580	0	(DB00533,DB00580)
DB00328	DB00563	0	(DB00328,DB00563)
DB00328	DB00051	0	(DB00328,DB00051)
DB00203	DB00440	0	(DB00203,DB00440)
DB00203	DB00559	0	(DB00203,DB00559)
DB00814	DB00563	0	(DB00814,DB00563)
DB00814	DB00051	0	(DB00814,DB00051)
DB00630	DB00586	0	(DB00630,DB00586)
DB00630	DB00005	0	(DB00630,DB00005)
DB00630	DB00158	0	(DB00630,DB00158)
DB00630	DB00051	0	(DB00630,DB00051)
DB00630	DB00860	0	(DB00630,DB00860)
DB00630	DB00563	0	(DB00630,DB00563)
DB00490	DB01156	0	(DB00490,DB01156)
DB01327	DB00668	0	(DB01327,DB00668)
DB01327	DB06692	0	(DB01327,DB06692)
DB00722	DB00627	0	(DB00722,DB00627)
DB01203	DB00436	0	(DB01203,DB00436)
DB00436	DB00860	0	(DB00436,DB00860)
DB00575	DB00051	0	(DB00575,DB00051)
DB00966	DB00381	0	(DB00966,DB00381)
DB01197	DB00421	0	(DB01197,DB00421)
DB01197	DB00695	0	(DB01197,DB00695)
DB01197	DB01136	0	(DB01197,DB01136)
DB01029	DB00999	0	(DB01029,DB00999)
DB00381	DB01076	0	(DB00381,DB01076)
DB00571	DB00999	0	(DB00571,DB00999)
DB00384	DB00158	0	(DB00384,DB00158)
DB00384	DB00051	0	(DB00384,DB00051)
DB00384	DB00999	0	(DB00384,DB00999)
DB00999	DB00051	0	(DB00999,DB00051)
DB00999	DB00691	0	(DB00999,DB00691)
DB00999	DB00968	0	(DB00999,DB00968)
DB00373	DB00999	0	(DB00373,DB00999)
DB00968	DB00999	0	(DB00968,DB00999)
DB00594	DB00999	0	(DB00594,DB00999)
DB01275	DB00999	0	(DB01275,DB00999)
DB00264	DB00381	0	(DB00264,DB00381)
DB01023	DB00264	0	(DB01023,DB00264)
DB04861	DB00808	0	(DB04861,DB00808)
DB01197	DB00999	0	(DB01197,DB00999)
DB00691	DB00999	0	(DB00691,DB00999)
DB00381	DB00335	0	(DB00381,DB00335)
DB00381	DB00966	0	(DB00381,DB00966)
DB00381	DB01029	0	(DB00381,DB01029)
DB00612	DB00999	0	(DB00612,DB00999)
DB00966	DB00999	0	(DB00966,DB00999)
DB00335	DB00999	0	(DB00335,DB00999)
DB00335	DB01115	0	(DB00335,DB01115)
DB00335	DB00436	0	(DB00335,DB00436)
DB00436	DB01203	0	(DB00436,DB01203)
DB01193	DB00999	0	(DB01193,DB00999)
DB00999	DB00373	0	(DB00999,DB00373)
DB00999	DB00421	0	(DB00999,DB00421)
DB00999	DB00264	0	(DB00999,DB00264)
DB00999	DB01029	0	(DB00999,DB01029)
DB00722	DB00999	0	(DB00722,DB00999)
DB00714	DB00413	1	(DB00714,DB00413)
DB00762	DB00317	1	(DB00762,DB00317)
DB00408	DB01224	1	(DB00408,DB01224)
DB00408	DB00334	1	(DB00408,DB00334)
DB00408	DB00734	1	(DB00408,DB00734)
DB00608	DB00795	1	(DB00608,DB00795)
DB00909	DB00246	1	(DB00909,DB00246)
DB00623	DB00734	1	(DB00623,DB00734)
DB00623	DB00502	1	(DB00623,DB00502)
DB00623	DB01238	1	(DB00623,DB01238)
DB00623	DB00334	1	(DB00623,DB00334)
DB00623	DB00472	1	(DB00623,DB00472)
DB00623	DB00246	1	(DB00623,DB00246)
DB01406	DB01115	1	(DB01406,DB01115)
DB00277	DB01115	1	(DB00277,DB01115)
DB00277	DB00829	1	(DB00277,DB00829)
DB00277	DB00661	1	(DB00277,DB00661)
DB00277	DB00502	1	(DB00277,DB00502)
DB00277	DB00586	1	(DB00277,DB00586)
DB00277	DB00999	1	(DB00277,DB00999)
DB00277	DB00590	1	(DB00277,DB00590)
DB00277	DB00231	1	(DB00277,DB00231)
DB00277	DB00381	1	(DB00277,DB00381)
DB00277	DB01069	1	(DB00277,DB01069)
DB00277	DB00575	1	(DB00277,DB00575)
DB00277	DB00321	1	(DB00277,DB00321)
DB00277	DB01036	1	(DB00277,DB01036)
DB00277	DB00472	1	(DB00277,DB00472)
DB00476	DB00862	1	(DB00476,DB00862)
DB00182	DB00734	1	(DB00182,DB00734)
DB00182	DB00334	1	(DB00182,DB00334)
DB00619	DB00706	1	(DB00619,DB00706)
DB00619	DB00231	1	(DB00619,DB00231)
DB00619	DB00364	1	(DB00619,DB00364)
DB01043	DB00476	1	(DB01043,DB00476)
DB01043	DB00706	1	(DB01043,DB00706)
DB01043	DB00806	1	(DB01043,DB00806)
DB01043	DB01115	1	(DB01043,DB01115)
DB01043	DB00904	1	(DB01043,DB00904)
DB01043	DB00524	1	(DB01043,DB00524)
DB01043	DB00433	1	(DB01043,DB00433)
DB01043	DB00862	1	(DB01043,DB00862)
DB00363	DB01238	1	(DB00363,DB01238)
DB00363	DB01224	1	(DB00363,DB01224)
DB00363	DB00734	1	(DB00363,DB00734)
DB00363	DB01036	1	(DB00363,DB01036)
DB00363	DB00412	1	(DB00363,DB00412)
DB00363	DB00334	1	(DB00363,DB00334)
DB00363	DB00246	1	(DB00363,DB00246)
DB00363	DB01023	1	(DB00363,DB01023)
DB00363	DB00850	1	(DB00363,DB00850)
DB00363	DB01623	1	(DB00363,DB01623)
DB00363	DB00182	1	(DB00363,DB00182)
DB00622	DB00571	1	(DB00622,DB00571)
DB00904	DB00412	1	(DB00904,DB00412)
DB00904	DB00433	1	(DB00904,DB00433)
DB00904	DB01236	1	(DB00904,DB01236)
DB00904	DB01224	1	(DB00904,DB01224)
DB00904	DB00747	1	(DB00904,DB00747)
DB00904	DB00285	1	(DB00904,DB00285)
DB00904	DB00675	1	(DB00904,DB00675)
DB00904	DB01036	1	(DB00904,DB01036)
DB00904	DB00570	1	(DB00904,DB00570)
DB00904	DB00794	1	(DB00904,DB00794)
DB00904	DB00398	1	(DB00904,DB00398)
DB00904	DB01173	1	(DB00904,DB01173)
DB00904	DB00897	1	(DB00904,DB00897)
DB00904	DB01162	1	(DB00904,DB01162)
DB00904	DB00768	1	(DB00904,DB00768)
DB00482	DB00317	1	(DB00482,DB00317)
DB00482	DB00215	1	(DB00482,DB00215)
DB00482	DB01023	1	(DB00482,DB01023)
DB00482	DB01149	1	(DB00482,DB01149)
DB00482	DB00412	1	(DB00482,DB00412)
DB00482	DB01115	1	(DB00482,DB01115)
DB00482	DB00794	1	(DB00482,DB00794)
DB00482	DB00675	1	(DB00482,DB00675)
DB00482	DB00364	1	(DB00482,DB00364)
DB00482	DB00370	1	(DB00482,DB00370)
DB00482	DB00246	1	(DB00482,DB00246)
DB00482	DB00457	1	(DB00482,DB00457)
DB00482	DB00575	1	(DB00482,DB00575)
DB00482	DB00690	1	(DB00482,DB00690)
DB00482	DB01238	1	(DB00482,DB01238)
DB00482	DB00829	1	(DB00482,DB00829)
DB00482	DB00186	1	(DB00482,DB00186)
DB00482	DB00458	1	(DB00482,DB00458)
DB00482	DB00433	1	(DB00482,DB00433)
DB00482	DB01068	1	(DB00482,DB01068)
DB00482	DB00571	1	(DB00482,DB00571)
DB00482	DB00808	1	(DB00482,DB00808)
DB00482	DB01083	1	(DB00482,DB01083)
DB00482	DB00549	1	(DB00482,DB00549)
DB00482	DB00231	1	(DB00482,DB00231)
DB00482	DB00216	1	(DB00482,DB00216)
DB00482	DB00999	1	(DB00482,DB00999)
DB00482	DB00472	1	(DB00482,DB00472)
DB00482	DB00878	1	(DB00482,DB00878)
DB00482	DB01194	1	(DB00482,DB01194)
DB00482	DB00580	1	(DB00482,DB00580)
DB00482	DB00594	1	(DB00482,DB00594)
DB00482	DB00396	1	(DB00482,DB00396)
DB00482	DB00674	1	(DB00482,DB00674)
DB00482	DB00605	1	(DB00482,DB00605)
DB00482	DB01173	1	(DB00482,DB01173)
DB00482	DB00328	1	(DB00482,DB00328)
DB00482	DB00861	1	(DB00482,DB00861)
DB00482	DB00333	1	(DB00482,DB00333)
DB00482	DB01242	1	(DB00482,DB01242)
DB00502	DB01036	1	(DB00502,DB01036)
DB00502	DB00186	1	(DB00502,DB00186)
DB00502	DB00734	1	(DB00502,DB00734)
DB00502	DB01224	1	(DB00502,DB01224)
DB00502	DB01238	1	(DB00502,DB01238)
DB00502	DB00370	1	(DB00502,DB00370)
DB00502	DB00285	1	(DB00502,DB00285)
DB00502	DB00540	1	(DB00502,DB00540)
DB00502	DB00715	1	(DB00502,DB00715)
DB00502	DB00334	1	(DB00502,DB00334)
DB00502	DB00273	1	(DB00502,DB00273)
DB00502	DB00231	1	(DB00502,DB00231)
DB00502	DB01623	1	(DB00502,DB01623)
DB00502	DB00246	1	(DB00502,DB00246)
DB00502	DB00476	1	(DB00502,DB00476)
DB00502	DB00999	1	(DB00502,DB00999)
DB00502	DB00458	1	(DB00502,DB00458)
DB00502	DB00850	1	(DB00502,DB00850)
DB00502	DB00571	1	(DB00502,DB00571)
DB00502	DB00412	1	(DB00502,DB00412)
DB00674	DB00502	1	(DB00674,DB00502)
DB00674	DB00706	1	(DB00674,DB00706)
DB00806	DB00476	1	(DB00806,DB00476)
DB00806	DB00580	1	(DB00806,DB00580)
DB00806	DB00706	1	(DB00806,DB00706)
DB00806	DB00412	1	(DB00806,DB00412)
DB00806	DB01162	1	(DB00806,DB01162)
DB00806	DB00193	1	(DB00806,DB00193)
DB00371	DB00370	1	(DB00371,DB00370)
DB00371	DB00231	1	(DB00371,DB00231)
DB00861	DB00186	1	(DB00861,DB00186)
DB00861	DB01069	1	(DB00861,DB01069)
DB00861	DB00472	1	(DB00861,DB00472)
DB00590	DB00273	1	(DB00590,DB00273)
DB00590	DB00580	1	(DB00590,DB00580)
DB00590	DB01036	1	(DB00590,DB01036)
DB00590	DB00364	1	(DB00590,DB00364)
DB00590	DB00472	1	(DB00590,DB00472)
DB00590	DB00457	1	(DB00590,DB00457)
DB00590	DB00811	1	(DB00590,DB00811)
DB00590	DB00669	1	(DB00590,DB00669)
DB00590	DB01043	1	(DB00590,DB01043)
DB00590	DB00674	1	(DB00590,DB00674)
DB00590	DB00328	1	(DB00590,DB00328)
DB00590	DB00808	1	(DB00590,DB00808)
DB00590	DB00619	1	(DB00590,DB00619)
DB00590	DB00524	1	(DB00590,DB00524)
DB00590	DB00412	1	(DB00590,DB00412)
DB00590	DB01238	1	(DB00590,DB01238)
DB00590	DB01083	1	(DB00590,DB01083)
DB00590	DB01142	1	(DB00590,DB01142)
DB00590	DB00999	1	(DB00590,DB00999)
DB00590	DB00246	1	(DB00590,DB00246)
DB00590	DB00715	1	(DB00590,DB00715)
DB00590	DB00594	1	(DB00590,DB00594)
DB00590	DB00753	1	(DB00590,DB00753)
DB00590	DB01023	1	(DB00590,DB01023)
DB00590	DB01595	1	(DB00590,DB01595)
DB00590	DB01149	1	(DB00590,DB01149)
DB00590	DB00734	1	(DB00590,DB00734)
DB00590	DB00540	1	(DB00590,DB00540)
DB00590	DB00690	1	(DB00590,DB00690)
DB00590	DB01069	1	(DB00590,DB01069)
DB00590	DB01162	1	(DB00590,DB01162)
DB00590	DB00502	1	(DB00590,DB00502)
DB00590	DB00726	1	(DB00590,DB00726)
DB00590	DB00571	1	(DB00590,DB00571)
DB00590	DB00334	1	(DB00590,DB00334)
DB00396	DB00285	1	(DB00396,DB00285)
DB00396	DB01224	1	(DB00396,DB01224)
DB00396	DB00580	1	(DB00396,DB00580)
DB00396	DB01069	1	(DB00396,DB01069)
DB00706	DB00580	1	(DB00706,DB00580)
DB00706	DB00317	1	(DB00706,DB00317)
DB00706	DB01238	1	(DB00706,DB01238)
DB00706	DB00246	1	(DB00706,DB00246)
DB00975	DB00715	1	(DB00975,DB00715)
DB00975	DB00580	1	(DB00975,DB00580)
DB00975	DB01023	1	(DB00975,DB01023)
DB00975	DB00590	1	(DB00975,DB00590)
DB00975	DB00421	1	(DB00975,DB00421)
DB00975	DB00370	1	(DB00975,DB00370)
DB00975	DB01110	1	(DB00975,DB01110)
DB00975	DB01224	1	(DB00975,DB01224)
DB00975	DB00285	1	(DB00975,DB00285)
DB00975	DB00193	1	(DB00975,DB00193)
DB00975	DB00334	1	(DB00975,DB00334)
DB00477	DB00715	1	(DB00477,DB00715)
DB00477	DB00363	1	(DB00477,DB00363)
DB00477	DB00502	1	(DB00477,DB00502)
DB00477	DB00334	1	(DB00477,DB00334)
DB00477	DB00246	1	(DB00477,DB00246)
DB00477	DB00904	1	(DB00477,DB00904)
DB00477	DB00897	1	(DB00477,DB00897)
DB00477	DB01224	1	(DB00477,DB01224)
DB00477	DB00575	1	(DB00477,DB00575)
DB00477	DB00999	1	(DB00477,DB00999)
DB00477	DB01142	1	(DB00477,DB01142)
DB00715	DB00412	1	(DB00715,DB00412)
DB00715	DB00273	1	(DB00715,DB00273)
DB00715	DB00669	1	(DB00715,DB00669)
DB00715	DB00421	1	(DB00715,DB00421)
DB00715	DB00413	1	(DB00715,DB00413)
DB00715	DB00706	1	(DB00715,DB00706)
DB00715	DB00768	1	(DB00715,DB00768)
DB00715	DB00481	1	(DB00715,DB00481)
DB00715	DB00734	1	(DB00715,DB00734)
DB00715	DB00580	1	(DB00715,DB00580)
DB00715	DB01224	1	(DB00715,DB01224)
DB00715	DB00210	1	(DB00715,DB00210)
DB00715	DB01238	1	(DB00715,DB01238)
DB00715	DB00231	1	(DB00715,DB00231)
DB00715	DB00364	1	(DB00715,DB00364)
DB00715	DB00675	1	(DB00715,DB00675)
DB00715	DB00476	1	(DB00715,DB00476)
DB00715	DB00862	1	(DB00715,DB00862)
DB00715	DB00285	1	(DB00715,DB00285)
DB00715	DB00246	1	(DB00715,DB00246)
DB00715	DB00960	1	(DB00715,DB00960)
DB00715	DB00193	1	(DB00715,DB00193)
DB00715	DB01162	1	(DB00715,DB01162)
DB00715	DB00605	1	(DB00715,DB00605)
DB00753	DB00715	1	(DB00753,DB00715)
DB00571	DB00675	1	(DB00571,DB00675)
DB00571	DB01224	1	(DB00571,DB01224)
DB00571	DB00594	1	(DB00571,DB00594)
DB00571	DB00580	1	(DB00571,DB00580)
DB00571	DB00669	1	(DB00571,DB00669)
DB00571	DB00246	1	(DB00571,DB00246)
DB00571	DB00734	1	(DB00571,DB00734)
DB00571	DB01238	1	(DB00571,DB01238)
DB00571	DB00412	1	(DB00571,DB00412)
DB00571	DB00953	1	(DB00571,DB00953)
DB00571	DB01162	1	(DB00571,DB01162)
DB00215	DB00413	1	(DB00215,DB00413)
DB00215	DB00370	1	(DB00215,DB00370)
DB00215	DB00586	1	(DB00215,DB00586)
DB00215	DB00412	1	(DB00215,DB00412)
DB00215	DB01162	1	(DB00215,DB01162)
DB00215	DB00734	1	(DB00215,DB00734)
DB00215	DB01083	1	(DB00215,DB01083)
DB00215	DB00862	1	(DB00215,DB00862)
DB00215	DB00897	1	(DB00215,DB00897)
DB00215	DB01242	1	(DB00215,DB01242)
DB00215	DB00768	1	(DB00215,DB00768)
DB00215	DB01115	1	(DB00215,DB01115)
DB00215	DB00780	1	(DB00215,DB00780)
DB00215	DB00476	1	(DB00215,DB00476)
DB00215	DB00590	1	(DB00215,DB00590)
DB00215	DB00364	1	(DB00215,DB00364)
DB00215	DB00371	1	(DB00215,DB00371)
DB00215	DB00715	1	(DB00215,DB00715)
DB00215	DB00333	1	(DB00215,DB00333)
DB00215	DB00186	1	(DB00215,DB00186)
DB00215	DB00829	1	(DB00215,DB00829)
DB00215	DB01224	1	(DB00215,DB01224)
DB00215	DB00231	1	(DB00215,DB00231)
DB00215	DB00975	1	(DB00215,DB00975)
DB00215	DB00706	1	(DB00215,DB00706)
DB00215	DB01142	1	(DB00215,DB01142)
DB00215	DB00502	1	(DB00215,DB00502)
DB00215	DB00246	1	(DB00215,DB00246)
DB00215	DB00580	1	(DB00215,DB00580)
DB00215	DB00524	1	(DB00215,DB00524)
DB00215	DB00808	1	(DB00215,DB00808)
DB00215	DB00675	1	(DB00215,DB00675)
DB00215	DB00285	1	(DB00215,DB00285)
DB00215	DB00575	1	(DB00215,DB00575)
DB00215	DB01017	1	(DB00215,DB01017)
DB00215	DB00594	1	(DB00215,DB00594)
DB00215	DB00334	1	(DB00215,DB00334)
DB00215	DB01110	1	(DB00215,DB01110)
DB00215	DB00690	1	(DB00215,DB00690)
DB00215	DB00623	1	(DB00215,DB00623)
DB00215	DB00472	1	(DB00215,DB00472)
DB00215	DB01236	1	(DB00215,DB01236)
DB00215	DB01194	1	(DB00215,DB01194)
DB00215	DB00280	1	(DB00215,DB00280)
DB00186	DB00842	1	(DB00186,DB00842)
DB00186	DB00396	1	(DB00186,DB00396)
DB00186	DB01224	1	(DB00186,DB01224)
DB00186	DB00768	1	(DB00186,DB00768)
DB00186	DB00715	1	(DB00186,DB00715)
DB00186	DB00580	1	(DB00186,DB00580)
DB00186	DB00897	1	(DB00186,DB00897)
DB00186	DB01036	1	(DB00186,DB01036)
DB00186	DB00285	1	(DB00186,DB00285)
DB00186	DB00364	1	(DB00186,DB00364)
DB00186	DB00862	1	(DB00186,DB00862)
DB00186	DB00246	1	(DB00186,DB00246)
DB00186	DB00850	1	(DB00186,DB00850)
DB00186	DB00571	1	(DB00186,DB00571)
DB00186	DB00794	1	(DB00186,DB00794)
DB00186	DB01115	1	(DB00186,DB01115)
DB00186	DB01149	1	(DB00186,DB01149)
DB00186	DB01204	1	(DB00186,DB01204)
DB00186	DB00669	1	(DB00186,DB00669)
DB00186	DB00333	1	(DB00186,DB00333)
DB00186	DB00675	1	(DB00186,DB00675)
DB00186	DB01110	1	(DB00186,DB01110)
DB00186	DB00605	1	(DB00186,DB00605)
DB00186	DB01083	1	(DB00186,DB01083)
DB00186	DB01194	1	(DB00186,DB01194)
DB00186	DB00953	1	(DB00186,DB00953)
DB00186	DB01236	1	(DB00186,DB01236)
DB00186	DB01623	1	(DB00186,DB01623)
DB00780	DB01224	1	(DB00780,DB01224)
DB00780	DB01238	1	(DB00780,DB01238)
DB00780	DB00186	1	(DB00780,DB00186)
DB00780	DB00334	1	(DB00780,DB00334)
DB00780	DB00734	1	(DB00780,DB00734)
DB00780	DB00726	1	(DB00780,DB00726)
DB00780	DB00285	1	(DB00780,DB00285)
DB01017	DB01069	1	(DB01017,DB01069)
DB01017	DB00193	1	(DB01017,DB00193)
DB01017	DB00412	1	(DB01017,DB00412)
DB01224	DB00412	1	(DB01224,DB00412)
DB01224	DB00273	1	(DB01224,DB00273)
DB01224	DB00476	1	(DB01224,DB00476)
DB01224	DB01238	1	(DB01224,DB01238)
DB01224	DB00862	1	(DB01224,DB00862)
DB01224	DB00734	1	(DB01224,DB00734)
DB01224	DB00246	1	(DB01224,DB00246)
DB01224	DB00706	1	(DB01224,DB00706)
DB01224	DB00580	1	(DB01224,DB00580)
DB01224	DB00231	1	(DB01224,DB00231)
DB01224	DB01623	1	(DB01224,DB01623)
DB01224	DB00669	1	(DB01224,DB00669)
DB01224	DB01162	1	(DB01224,DB01162)
DB01224	DB00953	1	(DB01224,DB00953)
DB01224	DB00605	1	(DB01224,DB00605)
DB01069	DB01162	1	(DB01069,DB01162)
DB01069	DB00580	1	(DB01069,DB00580)
DB01069	DB00619	1	(DB01069,DB00619)
DB01069	DB01238	1	(DB01069,DB01238)
DB01069	DB00768	1	(DB01069,DB00768)
DB01069	DB00862	1	(DB01069,DB00862)
DB01069	DB00675	1	(DB01069,DB00675)
DB00231	DB00476	1	(DB00231,DB00476)
DB00231	DB00273	1	(DB00231,DB00273)
DB00231	DB00795	1	(DB00231,DB00795)
DB00231	DB01238	1	(DB00231,DB01238)
DB00231	DB00285	1	(DB00231,DB00285)
DB00231	DB00364	1	(DB00231,DB00364)
DB00231	DB00246	1	(DB00231,DB00246)
DB00231	DB00580	1	(DB00231,DB00580)
DB00231	DB01036	1	(DB00231,DB01036)
DB00231	DB01623	1	(DB00231,DB01623)
DB00231	DB00193	1	(DB00231,DB00193)
DB00850	DB00285	1	(DB00850,DB00285)
DB00850	DB00476	1	(DB00850,DB00476)
DB00850	DB01238	1	(DB00850,DB01238)
DB00850	DB00734	1	(DB00850,DB00734)
DB00850	DB00571	1	(DB00850,DB00571)
DB00850	DB01623	1	(DB00850,DB01623)
DB00850	DB00246	1	(DB00850,DB00246)
DB00850	DB00193	1	(DB00850,DB00193)
DB00850	DB00231	1	(DB00850,DB00231)
DB00850	DB00364	1	(DB00850,DB00364)
DB00850	DB01036	1	(DB00850,DB01036)
DB00524	DB01162	1	(DB00524,DB01162)
DB00524	DB00370	1	(DB00524,DB00370)
DB00524	DB01036	1	(DB00524,DB01036)
DB00524	DB00481	1	(DB00524,DB00481)
DB00524	DB00433	1	(DB00524,DB00433)
DB00524	DB00706	1	(DB00524,DB00706)
DB00524	DB00334	1	(DB00524,DB00334)
DB00524	DB01083	1	(DB00524,DB01083)
DB00524	DB00193	1	(DB00524,DB00193)
DB00524	DB00540	1	(DB00524,DB00540)
DB00524	DB00897	1	(DB00524,DB00897)
DB00524	DB01149	1	(DB00524,DB01149)
DB00421	DB01238	1	(DB00421,DB01238)
DB00421	DB00706	1	(DB00421,DB00706)
DB00421	DB00795	1	(DB00421,DB00795)
DB00421	DB00246	1	(DB00421,DB00246)
DB00421	DB00675	1	(DB00421,DB00675)
DB00421	DB01162	1	(DB00421,DB01162)
DB00421	DB00549	1	(DB00421,DB00549)
DB00285	DB00580	1	(DB00285,DB00580)
DB00285	DB00364	1	(DB00285,DB00364)
DB00285	DB00216	1	(DB00285,DB00216)
DB00285	DB00246	1	(DB00285,DB00246)
DB00285	DB00530	1	(DB00285,DB00530)
DB00285	DB00210	1	(DB00285,DB00210)
DB00285	DB00594	1	(DB00285,DB00594)
DB00285	DB01194	1	(DB00285,DB01194)
DB00285	DB00398	1	(DB00285,DB00398)
DB00734	DB01238	1	(DB00734,DB01238)
DB00734	DB00726	1	(DB00734,DB00726)
DB00734	DB00897	1	(DB00734,DB00897)
DB00734	DB00412	1	(DB00734,DB00412)
DB00734	DB00273	1	(DB00734,DB00273)
DB00734	DB00580	1	(DB00734,DB00580)
DB00734	DB00246	1	(DB00734,DB00246)
DB00734	DB00364	1	(DB00734,DB00364)
DB00734	DB01623	1	(DB00734,DB01623)
DB00734	DB00193	1	(DB00734,DB00193)
DB00734	DB00669	1	(DB00734,DB00669)
DB00734	DB00953	1	(DB00734,DB00953)
DB00842	DB00734	1	(DB00842,DB00734)
DB00842	DB00433	1	(DB00842,DB00433)
DB00842	DB00412	1	(DB00842,DB00412)
DB00842	DB00285	1	(DB00842,DB00285)
DB00842	DB00794	1	(DB00842,DB00794)
DB00842	DB00273	1	(DB00842,DB00273)
DB00843	DB00433	1	(DB00843,DB00433)
DB00843	DB01036	1	(DB00843,DB01036)
DB00843	DB00808	1	(DB00843,DB00808)
DB00843	DB00836	1	(DB00843,DB00836)
DB00843	DB00186	1	(DB00843,DB00186)
DB00843	DB01069	1	(DB00843,DB01069)
DB00843	DB00842	1	(DB00843,DB00842)
DB00843	DB00897	1	(DB00843,DB00897)
DB00843	DB00540	1	(DB00843,DB00540)
DB00843	DB00246	1	(DB00843,DB00246)
DB00843	DB00472	1	(DB00843,DB00472)
DB00843	DB00590	1	(DB00843,DB00590)
DB00843	DB00457	1	(DB00843,DB00457)
DB00843	DB01162	1	(DB00843,DB01162)
DB00843	DB00524	1	(DB00843,DB00524)
DB00843	DB00364	1	(DB00843,DB00364)
DB00843	DB00273	1	(DB00843,DB00273)
DB00843	DB00780	1	(DB00843,DB00780)
DB00321	DB01224	1	(DB00321,DB01224)
DB00321	DB01083	1	(DB00321,DB01083)
DB00321	DB01068	1	(DB00321,DB01068)
DB00321	DB00575	1	(DB00321,DB00575)
DB00321	DB00669	1	(DB00321,DB00669)
DB00321	DB00590	1	(DB00321,DB00590)
DB00321	DB00334	1	(DB00321,DB00334)
DB00321	DB00285	1	(DB00321,DB00285)
DB00321	DB01173	1	(DB00321,DB01173)
DB00321	DB00580	1	(DB00321,DB00580)
DB00321	DB00215	1	(DB00321,DB00215)
DB00321	DB00381	1	(DB00321,DB00381)
DB00321	DB01136	1	(DB00321,DB01136)
DB00321	DB00586	1	(DB00321,DB00586)
DB00321	DB00829	1	(DB00321,DB00829)
DB00321	DB00571	1	(DB00321,DB00571)
DB00321	DB00370	1	(DB00321,DB00370)
DB00321	DB00795	1	(DB00321,DB00795)
DB00321	DB00675	1	(DB00321,DB00675)
DB00321	DB00806	1	(DB00321,DB00806)
DB00321	DB01023	1	(DB00321,DB01023)
DB00321	DB00808	1	(DB00321,DB00808)
DB00321	DB00193	1	(DB00321,DB00193)
DB00321	DB00999	1	(DB00321,DB00999)
DB00321	DB00328	1	(DB00321,DB00328)
DB00321	DB00333	1	(DB00321,DB00333)
DB00321	DB01238	1	(DB00321,DB01238)
DB00321	DB00482	1	(DB00321,DB00482)
DB00321	DB01142	1	(DB00321,DB01142)
DB00321	DB00472	1	(DB00321,DB00472)
DB00321	DB01115	1	(DB00321,DB01115)
DB00321	DB01069	1	(DB00321,DB01069)
DB00321	DB00887	1	(DB00321,DB00887)
DB00321	DB00502	1	(DB00321,DB00502)
DB00321	DB00186	1	(DB00321,DB00186)
DB00321	DB00715	1	(DB00321,DB00715)
DB00321	DB01149	1	(DB00321,DB01149)
DB00321	DB00524	1	(DB00321,DB00524)
DB00321	DB00490	1	(DB00321,DB00490)
DB00321	DB00656	1	(DB00321,DB00656)
DB00321	DB00364	1	(DB00321,DB00364)
DB00321	DB00481	1	(DB00321,DB00481)
DB00321	DB00843	1	(DB00321,DB00843)
DB01068	DB01224	1	(DB01068,DB01224)
DB01068	DB00246	1	(DB01068,DB00246)
DB01068	DB00586	1	(DB01068,DB00586)
DB01068	DB01083	1	(DB01068,DB01083)
DB01068	DB00768	1	(DB01068,DB00768)
DB01068	DB00715	1	(DB01068,DB00715)
DB01068	DB00413	1	(DB01068,DB00413)
DB01068	DB01162	1	(DB01068,DB01162)
DB01068	DB00502	1	(DB01068,DB00502)
DB01068	DB00623	1	(DB01068,DB00623)
DB01068	DB00575	1	(DB01068,DB00575)
DB01068	DB00843	1	(DB01068,DB00843)
DB01068	DB00364	1	(DB01068,DB00364)
DB01068	DB00433	1	(DB01068,DB00433)
DB01068	DB01036	1	(DB01068,DB01036)
DB01068	DB00481	1	(DB01068,DB00481)
DB01068	DB00580	1	(DB01068,DB00580)
DB01068	DB01069	1	(DB01068,DB01069)
DB01068	DB00780	1	(DB01068,DB00780)
DB01068	DB00590	1	(DB01068,DB00590)
DB01068	DB00690	1	(DB01068,DB00690)
DB01068	DB00458	1	(DB01068,DB00458)
DB01068	DB00257	1	(DB01068,DB00257)
DB01068	DB00808	1	(DB01068,DB00808)
DB01068	DB00396	1	(DB01068,DB00396)
DB01068	DB01149	1	(DB01068,DB01149)
DB01068	DB00706	1	(DB01068,DB00706)
DB01068	DB00549	1	(DB01068,DB00549)
DB01068	DB00333	1	(DB01068,DB00333)
DB01068	DB00193	1	(DB01068,DB00193)
DB01068	DB00605	1	(DB01068,DB00605)
DB00953	DB00285	1	(DB00953,DB00285)
DB00953	DB01036	1	(DB00953,DB01036)
DB00953	DB00669	1	(DB00953,DB00669)
DB00953	DB00246	1	(DB00953,DB00246)
