drugA	drugB	drugA_for_disease	drugB_for_disease	drugcomb	adv/app
DB01275	DB13989	True	False	('DB01275', 'DB13989')	1
DB01275	DB14018	True	False	('DB01275', 'DB14018')	1
DB01275	DB14500	True	False	('DB01275', 'DB14500')	1
DB01275	DB09235	True	False	('DB01275', 'DB09235')	1
DB01275	DB06292	True	False	('DB01275', 'DB06292')	1
DB01275	DB01345	True	False	('DB01275', 'DB01345')	1
DB01275	DB15959	True	False	('DB01275', 'DB15959')	1
DB01275	DB09299	True	False	('DB01275', 'DB09299')	1
DB01275	DB01431	True	False	('DB01275', 'DB01431')	1
DB01275	DB01656	True	False	('DB01275', 'DB01656')	1
DB01275	DB09071	True	False	('DB01275', 'DB09071')	1
DB01275	DB01395	True	False	('DB01275', 'DB01395')	1
DB01275	DB01624	True	False	('DB01275', 'DB01624')	1
DB01275	DB06218	True	False	('DB01275', 'DB06218')	1
DB01275	DB08882	True	False	('DB01275', 'DB08882')	1
DB01275	DB09030	True	False	('DB01275', 'DB09030')	1
DB01275	DB09034	True	False	('DB01275', 'DB09034')	1
DB01275	DB09048	True	False	('DB01275', 'DB09048')	1
DB01275	DB09079	True	False	('DB01275', 'DB09079')	1
DB01275	DB11273	True	False	('DB01275', 'DB11273')	1
DB01275	DB11952	True	False	('DB01275', 'DB11952')	1
DB01275	DB12141	True	False	('DB01275', 'DB12141')	1
DB01275	DB12515	True	False	('DB01275', 'DB12515')	1
DB01275	DB12952	True	False	('DB01275', 'DB12952')	1
DB01275	DB13345	True	False	('DB01275', 'DB13345')	1
DB01275	DB13385	True	False	('DB01275', 'DB13385')	1
DB01275	DB14009	True	False	('DB01275', 'DB14009')	1
DB01275	DB15444	True	False	('DB01275', 'DB15444')	1
DB01275	DB12887	True	False	('DB01275', 'DB12887')	1
DB01275	DB06717	True	False	('DB01275', 'DB06717')	1
DB01275	DB12825	True	False	('DB01275', 'DB12825')	1
DB01275	DB11742	True	False	('DB01275', 'DB11742')	1
DB01275	DB11633	True	False	('DB01275', 'DB11633')	1
DB01275	DB05154	True	False	('DB01275', 'DB05154')	1
DB01275	DB05316	True	False	('DB01275', 'DB05316')	1
DB01275	DB12235	True	False	('DB01275', 'DB12235')	1
DB01275	DB11886	True	False	('DB01275', 'DB11886')	1
DB01275	DB08877	True	False	('DB01275', 'DB08877')	1
DB01275	DB08910	True	False	('DB01275', 'DB08910')	1
DB01275	DB09570	True	False	('DB01275', 'DB09570')	1
DB01275	DB11817	True	False	('DB01275', 'DB11817')	1
DB01275	DB01320	True	False	('DB01275', 'DB01320')	1
DB01275	DB01396	True	False	('DB01275', 'DB01396')	1
DB01275	DB01590	True	False	('DB01275', 'DB01590')	1
DB01275	DB04855	True	False	('DB01275', 'DB04855')	1
DB01275	DB05239	True	False	('DB01275', 'DB05239')	1
DB01275	DB06287	True	False	('DB01275', 'DB06287')	1
DB01275	DB09054	True	False	('DB01275', 'DB09054')	1
DB01275	DB09063	True	False	('DB01275', 'DB09063')	1
DB01275	DB09289	True	False	('DB01275', 'DB09289')	1
DB01275	DB09330	True	False	('DB01275', 'DB09330')	1
DB01275	DB11730	True	False	('DB01275', 'DB11730')	1
DB01275	DB11963	True	False	('DB01275', 'DB11963')	1
DB01275	DB12015	True	False	('DB01275', 'DB12015')	1
DB01275	DB12371	True	False	('DB01275', 'DB12371')	1
DB01275	DB06212	True	False	('DB01275', 'DB06212')	1
DB01275	DB08827	True	False	('DB01275', 'DB08827')	1
DB01275	DB04572	True	False	('DB01275', 'DB04572')	1
DB01275	DB05109	True	False	('DB01275', 'DB05109')	1
DB01275	DB05294	True	False	('DB01275', 'DB05294')	1
DB01275	DB08881	True	False	('DB01275', 'DB08881')	1
DB01275	DB11363	True	False	('DB01275', 'DB11363')	1
DB01275	DB11581	True	False	('DB01275', 'DB11581')	1
DB01275	DB11641	True	False	('DB01275', 'DB11641')	1
DB01275	DB11703	True	False	('DB01275', 'DB11703')	1
DB01275	DB13874	True	False	('DB01275', 'DB13874')	1
DB01275	DB15035	True	False	('DB01275', 'DB15035')	1
DB01275	DB04845	True	False	('DB01275', 'DB04845')	1
DB01275	DB04868	True	False	('DB01275', 'DB04868')	1
DB01275	DB06589	True	False	('DB01275', 'DB06589')	1
DB01275	DB06595	True	False	('DB01275', 'DB06595')	1
DB01275	DB06603	True	False	('DB01275', 'DB06603')	1
DB01275	DB06616	True	False	('DB01275', 'DB06616')	1
DB01275	DB06626	True	False	('DB01275', 'DB06626')	1
DB01275	DB08865	True	False	('DB01275', 'DB08865')	1
DB01275	DB08870	True	False	('DB01275', 'DB08870')	1
DB01275	DB08901	True	False	('DB01275', 'DB08901')	1
DB01275	DB08912	True	False	('DB01275', 'DB08912')	1
DB01275	DB09073	True	False	('DB01275', 'DB09073')	1
DB01275	DB09143	True	False	('DB01275', 'DB09143')	1
DB01275	DB11828	True	False	('DB01275', 'DB11828')	1
DB01275	DB12147	True	False	('DB01275', 'DB12147')	1
DB01275	DB12267	True	False	('DB01275', 'DB12267')	1
DB01275	DB12483	True	False	('DB01275', 'DB12483')	1
DB01275	DB12978	True	False	('DB01275', 'DB12978')	1
DB01275	DB14568	True	False	('DB01275', 'DB14568')	1
DB01275	DB06176	True	False	('DB01275', 'DB06176')	1
DB01275	DB08896	True	False	('DB01275', 'DB08896')	1
DB01275	DB09074	True	False	('DB01275', 'DB09074')	1
DB01275	DB12001	True	False	('DB01275', 'DB12001')	1
DB01275	DB05773	True	False	('DB01275', 'DB05773')	1
DB01275	DB06772	True	False	('DB01275', 'DB06772')	1
DB01275	DB06480	True	False	('DB01275', 'DB06480')	1
DB01275	DB11986	True	False	('DB01275', 'DB11986')	1
DB01275	DB14975	True	False	('DB01275', 'DB14975')	1
DB01275	DB09237	True	False	('DB01275', 'DB09237')	1
DB01275	DB14513	True	False	('DB01275', 'DB14513')	1
DB01275	DB01324	True	False	('DB01275', 'DB01324')	1
DB01275	DB13532	True	False	('DB01275', 'DB13532')	1
DB01275	DB13430	True	False	('DB01275', 'DB13430')	1
DB01275	DB15861	True	False	('DB01275', 'DB15861')	1
DB01275	DB16629	True	False	('DB01275', 'DB16629')	1
DB01275	DB06207	True	False	('DB01275', 'DB06207')	1
DB01275	DB16165	True	False	('DB01275', 'DB16165')	1
DB01275	DB11201	True	False	('DB01275', 'DB11201')	1
DB01275	DB11323	True	False	('DB01275', 'DB11323')	1
DB01275	DB15226	True	False	('DB01275', 'DB15226')	1
DB01275	DB09517	True	False	('DB01275', 'DB09517')	1
DB01275	DB05084	True	False	('DB01275', 'DB05084')	1
DB01275	DB08906	True	False	('DB01275', 'DB08906')	1
DB01275	DB12184	True	False	('DB01275', 'DB12184')	1
DB01276	DB01626	False	True	('DB01276', 'DB01626')	1
DB01277	DB01626	False	True	('DB01277', 'DB01626')	1
DB01278	DB01626	False	True	('DB01278', 'DB01626')	1
DB01281	DB12945	False	True	('DB01281', 'DB12945')	1
DB01281	DB08931	False	True	('DB01281', 'DB08931')	1
DB01281	DB04840	False	True	('DB01281', 'DB04840')	1
DB01281	DB06403	False	True	('DB01281', 'DB06403')	1
DB01282	DB01626	False	True	('DB01282', 'DB01626')	1
DB01282	DB08931	False	True	('DB01282', 'DB08931')	1
DB01282	DB09242	False	True	('DB01282', 'DB09242')	1
DB01282	DB04840	False	True	('DB01282', 'DB04840')	1
DB01282	DB06403	False	True	('DB01282', 'DB06403')	1
DB01282	DB06762	False	True	('DB01282', 'DB06762')	1
DB01282	DB08932	False	True	('DB01282', 'DB08932')	1
DB01282	DB09206	False	True	('DB01282', 'DB09206')	1
DB01282	DB09363	False	True	('DB01282', 'DB09363')	1
DB01282	DB11738	False	True	('DB01282', 'DB11738')	1
DB01282	DB12661	False	True	('DB01282', 'DB12661')	1
DB01282	DB12945	False	True	('DB01282', 'DB12945')	1
DB01282	DB13211	False	True	('DB01282', 'DB13211')	1
DB01282	DB13410	False	True	('DB01282', 'DB13410')	1
DB01282	DB13429	False	True	('DB01282', 'DB13429')	1
DB01282	DB13435	False	True	('DB01282', 'DB13435')	1
DB01282	DB13452	False	True	('DB01282', 'DB13452')	1
DB01282	DB13575	False	True	('DB01282', 'DB13575')	1
DB01282	DB13604	False	True	('DB01282', 'DB13604')	1
DB01282	DB13631	False	True	('DB01282', 'DB13631')	1
DB01282	DB13779	False	True	('DB01282', 'DB13779')	1
DB01283	DB01626	False	True	('DB01283', 'DB01626')	1
DB01283	DB04840	False	True	('DB01283', 'DB04840')	1
DB01283	DB06403	False	True	('DB01283', 'DB06403')	1
DB01283	DB06762	False	True	('DB01283', 'DB06762')	1
DB01283	DB08931	False	True	('DB01283', 'DB08931')	1
DB01283	DB08932	False	True	('DB01283', 'DB08932')	1
DB01283	DB09206	False	True	('DB01283', 'DB09206')	1
DB01283	DB09242	False	True	('DB01283', 'DB09242')	1
DB01283	DB09363	False	True	('DB01283', 'DB09363')	1
DB01283	DB11738	False	True	('DB01283', 'DB11738')	1
DB01283	DB12661	False	True	('DB01283', 'DB12661')	1
DB01283	DB12945	False	True	('DB01283', 'DB12945')	1
DB01283	DB13211	False	True	('DB01283', 'DB13211')	1
DB01283	DB13410	False	True	('DB01283', 'DB13410')	1
DB01283	DB13429	False	True	('DB01283', 'DB13429')	1
DB01283	DB13435	False	True	('DB01283', 'DB13435')	1
DB01283	DB13452	False	True	('DB01283', 'DB13452')	1
DB01283	DB13575	False	True	('DB01283', 'DB13575')	1
DB01283	DB13604	False	True	('DB01283', 'DB13604')	1
DB01283	DB13631	False	True	('DB01283', 'DB13631')	1
DB01283	DB13779	False	True	('DB01283', 'DB13779')	1
DB01288	DB04840	False	True	('DB01288', 'DB04840')	1
DB01288	DB06403	False	True	('DB01288', 'DB06403')	1
DB01288	DB06762	False	True	('DB01288', 'DB06762')	1
DB01288	DB08931	False	True	('DB01288', 'DB08931')	1
DB01288	DB08932	False	True	('DB01288', 'DB08932')	1
DB01288	DB09363	False	True	('DB01288', 'DB09363')	1
DB01288	DB12945	False	True	('DB01288', 'DB12945')	1
DB01288	DB13211	False	True	('DB01288', 'DB13211')	1
DB01288	DB13410	False	True	('DB01288', 'DB13410')	1
DB01288	DB13429	False	True	('DB01288', 'DB13429')	1
DB01288	DB13435	False	True	('DB01288', 'DB13435')	1
DB01288	DB13452	False	True	('DB01288', 'DB13452')	1
DB01288	DB13575	False	True	('DB01288', 'DB13575')	1
DB01288	DB13604	False	True	('DB01288', 'DB13604')	1
DB01288	DB13631	False	True	('DB01288', 'DB13631')	1
DB01288	DB13779	False	True	('DB01288', 'DB13779')	1
DB01288	DB09242	False	True	('DB01288', 'DB09242')	1
DB01288	DB11738	False	True	('DB01288', 'DB11738')	1
DB01288	DB09206	False	True	('DB01288', 'DB09206')	1
DB01288	DB12661	False	True	('DB01288', 'DB12661')	1
DB01288	DB01626	False	True	('DB01288', 'DB01626')	1
DB01289	DB01626	False	True	('DB01289', 'DB01626')	1
DB01291	DB04840	False	True	('DB01291', 'DB04840')	1
DB01291	DB06403	False	True	('DB01291', 'DB06403')	1
DB01291	DB06762	False	True	('DB01291', 'DB06762')	1
DB01291	DB08931	False	True	('DB01291', 'DB08931')	1
DB01291	DB08932	False	True	('DB01291', 'DB08932')	1
DB01291	DB09363	False	True	('DB01291', 'DB09363')	1
DB01291	DB12945	False	True	('DB01291', 'DB12945')	1
DB01291	DB13211	False	True	('DB01291', 'DB13211')	1
DB01291	DB13410	False	True	('DB01291', 'DB13410')	1
DB01291	DB13429	False	True	('DB01291', 'DB13429')	1
DB01291	DB13435	False	True	('DB01291', 'DB13435')	1
DB01291	DB13452	False	True	('DB01291', 'DB13452')	1
DB01291	DB13575	False	True	('DB01291', 'DB13575')	1
DB01291	DB13604	False	True	('DB01291', 'DB13604')	1
DB01291	DB13631	False	True	('DB01291', 'DB13631')	1
DB01291	DB13779	False	True	('DB01291', 'DB13779')	1
DB01291	DB09242	False	True	('DB01291', 'DB09242')	1
DB01291	DB11738	False	True	('DB01291', 'DB11738')	1
DB01291	DB09206	False	True	('DB01291', 'DB09206')	1
DB01291	DB12661	False	True	('DB01291', 'DB12661')	1
DB01291	DB01626	False	True	('DB01291', 'DB01626')	1
DB01295	DB04840	False	True	('DB01295', 'DB04840')	1
DB01295	DB06403	False	True	('DB01295', 'DB06403')	1
DB01295	DB06762	False	True	('DB01295', 'DB06762')	1
DB01295	DB08932	False	True	('DB01295', 'DB08932')	1
DB01295	DB09363	False	True	('DB01295', 'DB09363')	1
DB01295	DB12945	False	True	('DB01295', 'DB12945')	1
DB01295	DB13211	False	True	('DB01295', 'DB13211')	1
DB01295	DB13410	False	True	('DB01295', 'DB13410')	1
DB01295	DB13429	False	True	('DB01295', 'DB13429')	1
DB01295	DB13435	False	True	('DB01295', 'DB13435')	1
DB01295	DB13452	False	True	('DB01295', 'DB13452')	1
DB01295	DB13575	False	True	('DB01295', 'DB13575')	1
DB01295	DB13604	False	True	('DB01295', 'DB13604')	1
DB01295	DB13631	False	True	('DB01295', 'DB13631')	1
DB01295	DB13779	False	True	('DB01295', 'DB13779')	1
DB01295	DB08931	False	True	('DB01295', 'DB08931')	1
DB01295	DB01626	False	True	('DB01295', 'DB01626')	1
DB01295	DB09206	False	True	('DB01295', 'DB09206')	1
DB01295	DB12661	False	True	('DB01295', 'DB12661')	1
DB01295	DB09242	False	True	('DB01295', 'DB09242')	1
DB01295	DB11738	False	True	('DB01295', 'DB11738')	1
DB01297	DB04840	False	True	('DB01297', 'DB04840')	1
DB01297	DB06403	False	True	('DB01297', 'DB06403')	1
DB01297	DB06762	False	True	('DB01297', 'DB06762')	1
DB01297	DB08932	False	True	('DB01297', 'DB08932')	1
DB01297	DB09363	False	True	('DB01297', 'DB09363')	1
DB01297	DB12945	False	True	('DB01297', 'DB12945')	1
DB01297	DB13211	False	True	('DB01297', 'DB13211')	1
DB01297	DB13410	False	True	('DB01297', 'DB13410')	1
DB01297	DB13429	False	True	('DB01297', 'DB13429')	1
DB01297	DB13435	False	True	('DB01297', 'DB13435')	1
DB01297	DB13452	False	True	('DB01297', 'DB13452')	1
DB01297	DB13575	False	True	('DB01297', 'DB13575')	1
DB01297	DB13604	False	True	('DB01297', 'DB13604')	1
DB01297	DB13631	False	True	('DB01297', 'DB13631')	1
DB01297	DB13779	False	True	('DB01297', 'DB13779')	1
DB01297	DB08931	False	True	('DB01297', 'DB08931')	1
DB01297	DB09206	False	True	('DB01297', 'DB09206')	1
DB01297	DB12661	False	True	('DB01297', 'DB12661')	1
DB01297	DB01626	False	True	('DB01297', 'DB01626')	1
DB01297	DB09242	False	True	('DB01297', 'DB09242')	1
DB01297	DB11738	False	True	('DB01297', 'DB11738')	1
DB01303	DB08931	False	True	('DB01303', 'DB08931')	1
DB01303	DB12945	False	True	('DB01303', 'DB12945')	1
DB01306	DB01626	False	True	('DB01306', 'DB01626')	1
DB01307	DB01626	False	True	('DB01307', 'DB01626')	1
DB01309	DB01626	False	True	('DB01309', 'DB01626')	1
DB01320	DB01626	False	True	('DB01320', 'DB01626')	1
DB01320	DB12661	False	True	('DB01320', 'DB12661')	1
DB01320	DB08931	False	True	('DB01320', 'DB08931')	1
DB01320	DB12945	False	True	('DB01320', 'DB12945')	1
DB01320	DB06403	False	True	('DB01320', 'DB06403')	1
DB01320	DB06762	False	True	('DB01320', 'DB06762')	1
DB01320	DB08932	False	True	('DB01320', 'DB08932')	1
DB01323	DB01626	False	True	('DB01323', 'DB01626')	1
DB01323	DB12661	False	True	('DB01323', 'DB12661')	1
DB01323	DB04840	False	True	('DB01323', 'DB04840')	1
DB01323	DB06403	False	True	('DB01323', 'DB06403')	1
DB01323	DB06762	False	True	('DB01323', 'DB06762')	1
DB01323	DB08931	False	True	('DB01323', 'DB08931')	1
DB01323	DB08932	False	True	('DB01323', 'DB08932')	1
DB01324	DB04840	False	True	('DB01324', 'DB04840')	1
DB01324	DB06403	False	True	('DB01324', 'DB06403')	1
DB01324	DB06762	False	True	('DB01324', 'DB06762')	1
DB01324	DB08932	False	True	('DB01324', 'DB08932')	1
DB01324	DB09206	False	True	('DB01324', 'DB09206')	1
DB01324	DB09363	False	True	('DB01324', 'DB09363')	1
DB01324	DB11738	False	True	('DB01324', 'DB11738')	1
DB01324	DB12465	False	True	('DB01324', 'DB12465')	1
DB01324	DB12661	False	True	('DB01324', 'DB12661')	1
DB01324	DB12945	False	True	('DB01324', 'DB12945')	1
DB01324	DB13211	False	True	('DB01324', 'DB13211')	1
DB01324	DB13410	False	True	('DB01324', 'DB13410')	1
DB01324	DB13429	False	True	('DB01324', 'DB13429')	1
DB01324	DB13435	False	True	('DB01324', 'DB13435')	1
DB01324	DB13452	False	True	('DB01324', 'DB13452')	1
DB01324	DB13575	False	True	('DB01324', 'DB13575')	1
DB01324	DB13604	False	True	('DB01324', 'DB13604')	1
DB01324	DB13631	False	True	('DB01324', 'DB13631')	1
DB01324	DB13779	False	True	('DB01324', 'DB13779')	1
DB01324	DB01626	False	True	('DB01324', 'DB01626')	1
DB01324	DB08931	False	True	('DB01324', 'DB08931')	1
DB01324	DB09242	False	True	('DB01324', 'DB09242')	1
DB01325	DB08932	False	True	('DB01325', 'DB08932')	1
DB01326	DB08932	False	True	('DB01326', 'DB08932')	1
DB01327	DB08932	False	True	('DB01327', 'DB08932')	1
DB01328	DB08932	False	True	('DB01328', 'DB08932')	1
DB01329	DB08932	False	True	('DB01329', 'DB08932')	1
DB01330	DB08932	False	True	('DB01330', 'DB08932')	1
DB01331	DB08932	False	True	('DB01331', 'DB08932')	1
DB01332	DB08932	False	True	('DB01332', 'DB08932')	1
DB01333	DB08932	False	True	('DB01333', 'DB08932')	1
DB01336	DB01626	False	True	('DB01336', 'DB01626')	1
DB01336	DB12661	False	True	('DB01336', 'DB12661')	1
DB01336	DB09242	False	True	('DB01336', 'DB09242')	1
DB01336	DB11738	False	True	('DB01336', 'DB11738')	1
DB01337	DB01626	False	True	('DB01337', 'DB01626')	1
DB01337	DB12661	False	True	('DB01337', 'DB12661')	1
DB01337	DB09242	False	True	('DB01337', 'DB09242')	1
DB01337	DB11738	False	True	('DB01337', 'DB11738')	1
DB01338	DB01626	False	True	('DB01338', 'DB01626')	1
DB01338	DB12661	False	True	('DB01338', 'DB12661')	1
DB01338	DB09242	False	True	('DB01338', 'DB09242')	1
DB01338	DB11738	False	True	('DB01338', 'DB11738')	1
DB01339	DB01626	False	True	('DB01339', 'DB01626')	1
DB01339	DB12661	False	True	('DB01339', 'DB12661')	1
DB01340	DB09242	False	True	('DB01340', 'DB09242')	1
DB01340	DB11738	False	True	('DB01340', 'DB11738')	1
DB01340	DB12661	False	True	('DB01340', 'DB12661')	1
DB01340	DB06762	False	True	('DB01340', 'DB06762')	1
DB01340	DB08931	False	True	('DB01340', 'DB08931')	1
DB01340	DB08932	False	True	('DB01340', 'DB08932')	1
DB01340	DB09206	False	True	('DB01340', 'DB09206')	1
DB01340	DB09363	False	True	('DB01340', 'DB09363')	1
DB01340	DB12945	False	True	('DB01340', 'DB12945')	1
DB01340	DB13211	False	True	('DB01340', 'DB13211')	1
DB01340	DB13410	False	True	('DB01340', 'DB13410')	1
DB01340	DB13429	False	True	('DB01340', 'DB13429')	1
DB01340	DB13435	False	True	('DB01340', 'DB13435')	1
DB01340	DB13452	False	True	('DB01340', 'DB13452')	1
DB01340	DB13575	False	True	('DB01340', 'DB13575')	1
DB01340	DB13604	False	True	('DB01340', 'DB13604')	1
DB01340	DB13631	False	True	('DB01340', 'DB13631')	1
DB01340	DB13779	False	True	('DB01340', 'DB13779')	1
DB01340	DB04840	False	True	('DB01340', 'DB04840')	1
DB01340	DB06403	False	True	('DB01340', 'DB06403')	1
DB01340	DB01626	False	True	('DB01340', 'DB01626')	1
DB01345	DB08932	False	True	('DB01345', 'DB08932')	1
DB01347	DB09242	False	True	('DB01347', 'DB09242')	1
DB01347	DB04840	False	True	('DB01347', 'DB04840')	1
DB01347	DB06403	False	True	('DB01347', 'DB06403')	1
DB01347	DB06762	False	True	('DB01347', 'DB06762')	1
DB01347	DB08932	False	True	('DB01347', 'DB08932')	1
DB01347	DB09206	False	True	('DB01347', 'DB09206')	1
DB01347	DB09363	False	True	('DB01347', 'DB09363')	1
DB01347	DB11738	False	True	('DB01347', 'DB11738')	1
DB01347	DB12661	False	True	('DB01347', 'DB12661')	1
DB01347	DB12945	False	True	('DB01347', 'DB12945')	1
DB01347	DB13211	False	True	('DB01347', 'DB13211')	1
DB01347	DB13410	False	True	('DB01347', 'DB13410')	1
DB01347	DB13429	False	True	('DB01347', 'DB13429')	1
DB01347	DB13435	False	True	('DB01347', 'DB13435')	1
DB01347	DB13452	False	True	('DB01347', 'DB13452')	1
DB01347	DB13575	False	True	('DB01347', 'DB13575')	1
DB01347	DB13604	False	True	('DB01347', 'DB13604')	1
DB01347	DB13631	False	True	('DB01347', 'DB13631')	1
DB01347	DB13779	False	True	('DB01347', 'DB13779')	1
DB01347	DB08931	False	True	('DB01347', 'DB08931')	1
DB01347	DB01626	False	True	('DB01347', 'DB01626')	1
DB01348	DB09242	False	True	('DB01348', 'DB09242')	1
DB01348	DB04840	False	True	('DB01348', 'DB04840')	1
DB01348	DB06403	False	True	('DB01348', 'DB06403')	1
DB01348	DB06762	False	True	('DB01348', 'DB06762')	1
DB01348	DB08932	False	True	('DB01348', 'DB08932')	1
DB01348	DB09206	False	True	('DB01348', 'DB09206')	1
DB01348	DB09363	False	True	('DB01348', 'DB09363')	1
DB01348	DB11738	False	True	('DB01348', 'DB11738')	1
DB01348	DB12661	False	True	('DB01348', 'DB12661')	1
DB01348	DB12945	False	True	('DB01348', 'DB12945')	1
DB01348	DB13211	False	True	('DB01348', 'DB13211')	1
DB01348	DB13410	False	True	('DB01348', 'DB13410')	1
DB01348	DB13429	False	True	('DB01348', 'DB13429')	1
DB01348	DB13435	False	True	('DB01348', 'DB13435')	1
DB01348	DB13452	False	True	('DB01348', 'DB13452')	1
DB01348	DB13575	False	True	('DB01348', 'DB13575')	1
DB01348	DB13604	False	True	('DB01348', 'DB13604')	1
DB01348	DB13631	False	True	('DB01348', 'DB13631')	1
DB01348	DB13779	False	True	('DB01348', 'DB13779')	1
DB01348	DB08931	False	True	('DB01348', 'DB08931')	1
DB01348	DB01626	False	True	('DB01348', 'DB01626')	1
DB01351	DB08931	False	True	('DB01351', 'DB08931')	1
DB01351	DB09242	False	True	('DB01351', 'DB09242')	1
DB01351	DB01626	False	True	('DB01351', 'DB01626')	1
DB01351	DB12661	False	True	('DB01351', 'DB12661')	1
DB01352	DB01626	False	True	('DB01352', 'DB01626')	1
DB01352	DB12661	False	True	('DB01352', 'DB12661')	1
DB01353	DB01626	False	True	('DB01353', 'DB01626')	1
DB01353	DB12661	False	True	('DB01353', 'DB12661')	1
DB01354	DB01626	False	True	('DB01354', 'DB01626')	1
DB01354	DB12661	False	True	('DB01354', 'DB12661')	1
DB01355	DB08931	False	True	('DB01355', 'DB08931')	1
DB01355	DB09242	False	True	('DB01355', 'DB09242')	1
DB01355	DB01626	False	True	('DB01355', 'DB01626')	1
DB01355	DB12661	False	True	('DB01355', 'DB12661')	1
DB01356	DB12661	False	True	('DB01356', 'DB12661')	1
DB01356	DB01626	False	True	('DB01356', 'DB01626')	1
DB01356	DB08932	False	True	('DB01356', 'DB08932')	1
DB01357	DB08931	False	True	('DB01357', 'DB08931')	1
DB01359	DB04840	False	True	('DB01359', 'DB04840')	1
DB01359	DB06403	False	True	('DB01359', 'DB06403')	1
DB01359	DB06762	False	True	('DB01359', 'DB06762')	1
DB01359	DB08931	False	True	('DB01359', 'DB08931')	1
DB01359	DB09363	False	True	('DB01359', 'DB09363')	1
DB01359	DB12945	False	True	('DB01359', 'DB12945')	1
DB01359	DB13211	False	True	('DB01359', 'DB13211')	1
DB01359	DB13410	False	True	('DB01359', 'DB13410')	1
DB01359	DB13429	False	True	('DB01359', 'DB13429')	1
DB01359	DB13435	False	True	('DB01359', 'DB13435')	1
