drugA	drugB	drugA_for_disease	drugB_for_disease	drugcomb	adv/app
DB01018	DB08815	True	False	('DB01018', 'DB08815')	1
DB01018	DB09289	True	False	('DB01018', 'DB09289')	1
DB01018	DB01100	True	False	('DB01018', 'DB01100')	1
DB01018	DB01227	True	False	('DB01018', 'DB01227')	1
DB01018	DB11951	True	False	('DB01018', 'DB11951')	1
DB01018	DB01242	True	False	('DB01018', 'DB01242')	1
DB01018	DB08996	True	False	('DB01018', 'DB08996')	1
DB01018	DB01356	True	False	('DB01018', 'DB01356')	1
DB01018	DB12404	True	False	('DB01018', 'DB12404')	1
DB01018	DB01086	True	False	('DB01018', 'DB01086')	1
DB01018	DB01161	True	False	('DB01018', 'DB01161')	1
DB01018	DB09009	True	False	('DB01018', 'DB09009')	1
DB01018	DB09085	True	False	('DB01018', 'DB09085')	1
DB01018	DB09345	True	False	('DB01018', 'DB09345')	1
DB01018	DB16021	True	False	('DB01018', 'DB16021')	1
DB01018	DB01050	True	False	('DB01018', 'DB01050')	1
DB01018	DB01250	True	False	('DB01018', 'DB01250')	1
DB01018	DB01283	True	False	('DB01018', 'DB01283')	1
DB01018	DB01397	True	False	('DB01018', 'DB01397')	1
DB01018	DB01399	True	False	('DB01018', 'DB01399')	1
DB01018	DB01401	True	False	('DB01018', 'DB01401')	1
DB01018	DB01419	True	False	('DB01018', 'DB01419')	1
DB01018	DB01424	True	False	('DB01018', 'DB01424')	1
DB01018	DB01435	True	False	('DB01018', 'DB01435')	1
DB01018	DB01600	True	False	('DB01018', 'DB01600')	1
DB01018	DB01628	True	False	('DB01018', 'DB01628')	1
DB01018	DB02224	True	False	('DB01018', 'DB02224')	1
DB01018	DB03585	True	False	('DB01018', 'DB03585')	1
DB01018	DB04725	True	False	('DB01018', 'DB04725')	1
DB01018	DB04743	True	False	('DB01018', 'DB04743')	1
DB01018	DB04812	True	False	('DB01018', 'DB04812')	1
DB01018	DB04817	True	False	('DB01018', 'DB04817')	1
DB01018	DB04828	True	False	('DB01018', 'DB04828')	1
DB01018	DB05095	True	False	('DB01018', 'DB05095')	1
DB01018	DB06725	True	False	('DB01018', 'DB06725')	1
DB01018	DB06736	True	False	('DB01018', 'DB06736')	1
DB01018	DB06737	True	False	('DB01018', 'DB06737')	1
DB01018	DB07402	True	False	('DB01018', 'DB07402')	1
DB01018	DB08439	True	False	('DB01018', 'DB08439')	1
DB01018	DB08797	True	False	('DB01018', 'DB08797')	1
DB01018	DB08940	True	False	('DB01018', 'DB08940')	1
DB01018	DB08942	True	False	('DB01018', 'DB08942')	1
DB01018	DB08951	True	False	('DB01018', 'DB08951')	1
DB01018	DB08955	True	False	('DB01018', 'DB08955')	1
DB01018	DB08976	True	False	('DB01018', 'DB08976')	1
DB01018	DB08981	True	False	('DB01018', 'DB08981')	1
DB01018	DB08984	True	False	('DB01018', 'DB08984')	1
DB01018	DB08991	True	False	('DB01018', 'DB08991')	1
DB01018	DB09084	True	False	('DB01018', 'DB09084')	1
DB01018	DB09213	True	False	('DB01018', 'DB09213')	1
DB01018	DB09214	True	False	('DB01018', 'DB09214')	1
DB01018	DB09215	True	False	('DB01018', 'DB09215')	1
DB01018	DB09216	True	False	('DB01018', 'DB09216')	1
DB01018	DB09217	True	False	('DB01018', 'DB09217')	1
DB01018	DB09218	True	False	('DB01018', 'DB09218')	1
DB01018	DB09285	True	False	('DB01018', 'DB09285')	1
DB01018	DB09288	True	False	('DB01018', 'DB09288')	1
DB01018	DB09295	True	False	('DB01018', 'DB09295')	1
DB01018	DB11455	True	False	('DB01018', 'DB11455')	1
DB01018	DB11466	True	False	('DB01018', 'DB11466')	1
DB01018	DB11518	True	False	('DB01018', 'DB11518')	1
DB01018	DB12399	True	False	('DB01018', 'DB12399')	1
DB01018	DB12445	True	False	('DB01018', 'DB12445')	1
DB01018	DB12545	True	False	('DB01018', 'DB12545')	1
DB01018	DB12610	True	False	('DB01018', 'DB12610')	1
DB01018	DB13001	True	False	('DB01018', 'DB13001')	1
DB01018	DB13167	True	False	('DB01018', 'DB13167')	1
DB01018	DB13217	True	False	('DB01018', 'DB13217')	1
DB01018	DB13232	True	False	('DB01018', 'DB13232')	1
DB01018	DB13286	True	False	('DB01018', 'DB13286')	1
DB01018	DB13314	True	False	('DB01018', 'DB13314')	1
DB01018	DB13371	True	False	('DB01018', 'DB13371')	1
DB01018	DB13407	True	False	('DB01018', 'DB13407')	1
DB01018	DB13432	True	False	('DB01018', 'DB13432')	1
DB01018	DB13481	True	False	('DB01018', 'DB13481')	1
DB01018	DB13524	True	False	('DB01018', 'DB13524')	1
DB01018	DB13527	True	False	('DB01018', 'DB13527')	1
DB01018	DB13538	True	False	('DB01018', 'DB13538')	1
DB01018	DB13544	True	False	('DB01018', 'DB13544')	1
DB01018	DB13612	True	False	('DB01018', 'DB13612')	1
DB01018	DB13629	True	False	('DB01018', 'DB13629')	1
DB01018	DB13649	True	False	('DB01018', 'DB13649')	1
DB01018	DB13657	True	False	('DB01018', 'DB13657')	1
DB01018	DB13722	True	False	('DB01018', 'DB13722')	1
DB01018	DB13783	True	False	('DB01018', 'DB13783')	1
DB01018	DB13860	True	False	('DB01018', 'DB13860')	1
DB01018	DB14059	True	False	('DB01018', 'DB14059')	1
DB01018	DB14060	True	False	('DB01018', 'DB14060')	1
DB01018	DB14938	True	False	('DB01018', 'DB14938')	1
DB01018	DB09212	True	False	('DB01018', 'DB09212')	1
DB01018	DB04552	True	False	('DB01018', 'DB04552')	1
DB01018	DB09236	True	False	('DB01018', 'DB09236')	1
DB01018	DB09227	True	False	('DB01018', 'DB09227')	1
DB01018	DB11642	True	False	('DB01018', 'DB11642')	1
DB01018	DB04948	True	False	('DB01018', 'DB04948')	1
DB01018	DB01136	True	False	('DB01018', 'DB01136')	1
DB01018	DB01182	True	False	('DB01018', 'DB01182')	1
DB01018	DB01193	True	False	('DB01018', 'DB01193')	1
DB01018	DB01203	True	False	('DB01018', 'DB01203')	1
DB01018	DB01295	True	False	('DB01018', 'DB01295')	1
DB01018	DB01297	True	False	('DB01018', 'DB01297')	1
DB01018	DB01359	True	False	('DB01018', 'DB01359')	1
DB01018	DB01580	True	False	('DB01018', 'DB01580')	1
DB01018	DB03322	True	False	('DB01018', 'DB03322')	1
DB01018	DB04846	True	False	('DB01018', 'DB04846')	1
DB01018	DB04861	True	False	('DB01018', 'DB04861')	1
DB01018	DB06726	True	False	('DB01018', 'DB06726')	1
DB01018	DB08807	True	False	('DB01018', 'DB08807')	1
DB01018	DB08808	True	False	('DB01018', 'DB08808')	1
DB01018	DB08952	True	False	('DB01018', 'DB08952')	1
DB01018	DB09204	True	False	('DB01018', 'DB09204')	1
DB01018	DB09351	True	False	('DB01018', 'DB09351')	1
DB01018	DB11770	True	False	('DB01018', 'DB11770')	1
DB01018	DB11785	True	False	('DB01018', 'DB11785')	1
DB01018	DB12752	True	False	('DB01018', 'DB12752')	1
DB01018	DB13443	True	False	('DB01018', 'DB13443')	1
DB01018	DB13508	True	False	('DB01018', 'DB13508')	1
DB01018	DB13530	True	False	('DB01018', 'DB13530')	1
DB01018	DB13757	True	False	('DB01018', 'DB13757')	1
DB01018	DB13775	True	False	('DB01018', 'DB13775')	1
DB01018	DB12212	True	False	('DB01018', 'DB12212')	1
DB01018	DB01066	True	False	('DB01018', 'DB01066')	1
DB01018	DB01111	True	False	('DB01018', 'DB01111')	1
DB01018	DB01112	True	False	('DB01018', 'DB01112')	1
DB01018	DB01139	True	False	('DB01018', 'DB01139')	1
DB01018	DB01140	True	False	('DB01018', 'DB01140')	1
DB01018	DB01150	True	False	('DB01018', 'DB01150')	1
DB01018	DB01212	True	False	('DB01018', 'DB01212')	1
DB01018	DB01326	True	False	('DB01018', 'DB01326')	1
DB01018	DB01327	True	False	('DB01018', 'DB01327')	1
DB01018	DB01328	True	False	('DB01018', 'DB01328')	1
DB01018	DB01329	True	False	('DB01018', 'DB01329')	1
DB01018	DB01330	True	False	('DB01018', 'DB01330')	1
DB01018	DB01331	True	False	('DB01018', 'DB01331')	1
DB01018	DB01332	True	False	('DB01018', 'DB01332')	1
DB01018	DB01333	True	False	('DB01018', 'DB01333')	1
DB01018	DB01413	True	False	('DB01018', 'DB01413')	1
DB01018	DB01414	True	False	('DB01018', 'DB01414')	1
DB01018	DB01415	True	False	('DB01018', 'DB01415')	1
DB01018	DB01416	True	False	('DB01018', 'DB01416')	1
DB01018	DB02247	True	False	('DB01018', 'DB02247')	1
DB01018	DB03450	True	False	('DB01018', 'DB03450')	1
DB01018	DB04570	True	False	('DB01018', 'DB04570')	1
DB01018	DB04918	True	False	('DB01018', 'DB04918')	1
DB01018	DB06590	True	False	('DB01018', 'DB06590')	1
DB01018	DB09008	True	False	('DB01018', 'DB09008')	1
DB01018	DB09062	True	False	('DB01018', 'DB09062')	1
DB01018	DB09299	True	False	('DB01018', 'DB09299')	1
DB01018	DB11367	True	False	('DB01018', 'DB11367')	1
DB01018	DB11935	True	False	('DB01018', 'DB11935')	1
DB01018	DB13266	True	False	('DB01018', 'DB13266')	1
DB01018	DB13461	True	False	('DB01018', 'DB13461')	1
DB01018	DB13470	True	False	('DB01018', 'DB13470')	1
DB01018	DB13499	True	False	('DB01018', 'DB13499')	1
DB01018	DB13504	True	False	('DB01018', 'DB13504')	1
DB01018	DB13638	True	False	('DB01018', 'DB13638')	1
DB01018	DB13667	True	False	('DB01018', 'DB13667')	1
DB01018	DB13682	True	False	('DB01018', 'DB13682')	1
DB01018	DB13778	True	False	('DB01018', 'DB13778')	1
DB01018	DB13821	True	False	('DB01018', 'DB13821')	1
DB01018	DB13868	True	False	('DB01018', 'DB13868')	1
DB01018	DB14126	True	False	('DB01018', 'DB14126')	1
DB01018	DB14713	True	False	('DB01018', 'DB14713')	1
DB01018	DB01438	True	False	('DB01018', 'DB01438')	1
DB01018	DB15066	True	False	('DB01018', 'DB15066')	1
DB01018	DB14507	True	False	('DB01018', 'DB14507')	1
DB01018	DB01421	True	False	('DB01018', 'DB01421')	1
DB01018	DB04263	True	False	('DB01018', 'DB04263')	1
DB01018	DB04626	True	False	('DB01018', 'DB04626')	1
DB01018	DB04808	True	False	('DB01018', 'DB04808')	1
DB01018	DB08437	True	False	('DB01018', 'DB08437')	1
DB01018	DB11512	True	False	('DB01018', 'DB11512')	1
DB01018	DB11520	True	False	('DB01018', 'DB11520')	1
DB01018	DB01020	True	False	('DB01018', 'DB01020')	1
DB01018	DB01022	True	False	('DB01018', 'DB01022')	1
DB01018	DB01024	True	False	('DB01018', 'DB01024')	1
DB01018	DB01030	True	False	('DB01018', 'DB01030')	1
DB01018	DB01039	True	False	('DB01018', 'DB01039')	1
DB01018	DB01043	True	False	('DB01018', 'DB01043')	1
DB01018	DB01046	True	False	('DB01018', 'DB01046')	1
DB01018	DB01048	True	False	('DB01018', 'DB01048')	1
DB01018	DB01060	True	False	('DB01018', 'DB01060')	1
DB01018	DB01067	True	False	('DB01018', 'DB01067')	1
DB01018	DB01093	True	False	('DB01018', 'DB01093')	1
DB01018	DB01099	True	False	('DB01018', 'DB01099')	1
DB01018	DB01101	True	False	('DB01018', 'DB01101')	1
DB01018	DB01124	True	False	('DB01018', 'DB01124')	1
DB01018	DB01129	True	False	('DB01018', 'DB01129')	1
DB01018	DB01133	True	False	('DB01018', 'DB01133')	1
DB01018	DB01137	True	False	('DB01018', 'DB01137')	1
DB01018	DB01157	True	False	('DB01018', 'DB01157')	1
DB01018	DB01166	True	False	('DB01018', 'DB01166')	1
DB01018	DB01169	True	False	('DB01018', 'DB01169')	1
DB01018	DB01170	True	True	('DB01018', 'DB01170')	1
DB01018	DB01181	True	False	('DB01018', 'DB01181')	1
DB01018	DB01205	True	False	('DB01018', 'DB01205')	1
DB01018	DB01213	True	False	('DB01018', 'DB01213')	1
DB01018	DB01241	True	False	('DB01018', 'DB01241')	1
DB01018	DB01249	True	False	('DB01018', 'DB01249')	1
DB01018	DB01261	True	False	('DB01018', 'DB01261')	1
DB01018	DB01273	True	False	('DB01018', 'DB01273')	1
DB01018	DB01274	True	False	('DB01018', 'DB01274')	1
DB01018	DB01275	True	True	('DB01018', 'DB01275')	1
DB01018	DB01420	True	False	('DB01018', 'DB01420')	1
DB01018	DB01427	True	False	('DB01018', 'DB01427')	1
DB01018	DB01428	True	False	('DB01018', 'DB01428')	1
DB01018	DB01431	True	False	('DB01018', 'DB01431')	1
DB01018	DB01550	True	False	('DB01018', 'DB01550')	1
DB01018	DB01610	True	False	('DB01018', 'DB01610')	1
DB01018	DB01638	True	False	('DB01018', 'DB01638')	1
DB01018	DB01656	True	False	('DB01018', 'DB01656')	1
DB01018	DB01685	True	False	('DB01018', 'DB01685')	1
DB01018	DB04574	True	False	('DB01018', 'DB04574')	1
DB01018	DB04895	True	False	('DB01018', 'DB04895')	1
DB01018	DB04920	True	False	('DB01018', 'DB04920')	1
DB01018	DB05018	True	False	('DB01018', 'DB05018')	1
DB01018	DB06154	True	False	('DB01018', 'DB06154')	1
DB01018	DB06186	True	False	('DB01018', 'DB06186')	1
DB01018	DB06196	True	False	('DB01018', 'DB06196')	1
DB01018	DB06203	True	False	('DB01018', 'DB06203')	1
DB01018	DB06209	True	False	('DB01018', 'DB06209')	1
DB01018	DB06211	True	False	('DB01018', 'DB06211')	1
DB01018	DB06230	True	False	('DB01018', 'DB06230')	1
DB01018	DB06262	True	False	('DB01018', 'DB06262')	1
DB01018	DB06335	True	False	('DB01018', 'DB06335')	1
DB01018	DB06402	True	False	('DB01018', 'DB06402')	1
DB01018	DB06480	True	False	('DB01018', 'DB06480')	1
DB01018	DB06623	True	False	('DB01018', 'DB06623')	1
DB01018	DB06637	True	False	('DB01018', 'DB06637')	1
DB01018	DB06695	True	False	('DB01018', 'DB06695')	1
DB01018	DB06705	True	False	('DB01018', 'DB06705')	1
DB01018	DB06710	True	False	('DB01018', 'DB06710')	1
DB01018	DB06767	True	False	('DB01018', 'DB06767')	1
DB01018	DB06782	True	False	('DB01018', 'DB06782')	1
DB01018	DB06796	True	False	('DB01018', 'DB06796')	1
DB01018	DB06800	True	False	('DB01018', 'DB06800')	1
DB01018	DB06809	True	False	('DB01018', 'DB06809')	1
DB01018	DB06813	True	False	('DB01018', 'DB06813')	1
DB01018	DB06823	True	False	('DB01018', 'DB06823')	1
DB01018	DB06824	True	False	('DB01018', 'DB06824')	1
DB01018	DB08824	True	False	('DB01018', 'DB08824')	1
DB01018	DB08826	True	False	('DB01018', 'DB08826')	1
DB01018	DB08840	True	False	('DB01018', 'DB08840')	1
DB01018	DB08893	True	False	('DB01018', 'DB08893')	1
DB01018	DB08894	True	False	('DB01018', 'DB08894')	1
DB01018	DB08900	True	False	('DB01018', 'DB08900')	1
DB01018	DB08905	True	False	('DB01018', 'DB08905')	1
DB01018	DB08909	True	False	('DB01018', 'DB08909')	1
DB01018	DB08911	True	False	('DB01018', 'DB08911')	1
DB01018	DB08932	True	True	('DB01018', 'DB08932')	1
DB01018	DB08934	True	False	('DB01018', 'DB08934')	1
DB01018	DB09027	True	False	('DB01018', 'DB09027')	1
DB01018	DB09050	True	False	('DB01018', 'DB09050')	1
DB01018	DB09066	True	False	('DB01018', 'DB09066')	1
DB01018	DB09075	True	False	('DB01018', 'DB09075')	1
DB01018	DB09081	True	False	('DB01018', 'DB09081')	1
DB01018	DB09082	True	False	('DB01018', 'DB09082')	1
DB01018	DB09091	True	False	('DB01018', 'DB09091')	1
DB01018	DB09103	True	False	('DB01018', 'DB09103')	1
DB01018	DB09104	True	False	('DB01018', 'DB09104')	1
DB01018	DB09106	True	False	('DB01018', 'DB09106')	1
DB01018	DB09111	True	False	('DB01018', 'DB09111')	1
DB01018	DB09121	True	False	('DB01018', 'DB09121')	1
DB01018	DB09123	True	False	('DB01018', 'DB09123')	1
DB01018	DB09129	True	False	('DB01018', 'DB09129')	1
DB01018	DB09132	True	False	('DB01018', 'DB09132')	1
DB01018	DB09133	True	False	('DB01018', 'DB09133')	1
DB01018	DB09134	True	False	('DB01018', 'DB09134')	1
DB01018	DB09135	True	False	('DB01018', 'DB09135')	1
DB01018	DB09136	True	False	('DB01018', 'DB09136')	1
DB01018	DB09137	True	False	('DB01018', 'DB09137')	1
DB01018	DB09139	True	False	('DB01018', 'DB09139')	1
DB01018	DB09148	True	False	('DB01018', 'DB09148')	1
DB01018	DB09149	True	False	('DB01018', 'DB09149')	1
DB01018	DB09156	True	False	('DB01018', 'DB09156')	1
DB01018	DB09163	True	False	('DB01018', 'DB09163')	1
DB01018	DB09165	True	False	('DB01018', 'DB09165')	1
DB01018	DB09195	True	False	('DB01018', 'DB09195')	1
DB01018	DB09205	True	False	('DB01018', 'DB09205')	1
DB01018	DB09209	True	False	('DB01018', 'DB09209')	1
DB01018	DB09210	True	False	('DB01018', 'DB09210')	1
DB01018	DB09219	True	False	('DB01018', 'DB09219')	1
DB01018	DB09255	True	False	('DB01018', 'DB09255')	1
DB01018	DB09256	True	False	('DB01018', 'DB09256')	1
DB01018	DB09257	True	False	('DB01018', 'DB09257')	1
DB01018	DB09264	True	False	('DB01018', 'DB09264')	1
DB01018	DB09265	True	False	('DB01018', 'DB09265')	1
DB01018	DB09268	True	False	('DB01018', 'DB09268')	1
DB01018	DB09276	True	False	('DB01018', 'DB09276')	1
DB01018	DB09277	True	False	('DB01018', 'DB09277')	1
DB01018	DB09281	True	False	('DB01018', 'DB09281')	1
DB01018	DB09292	True	False	('DB01018', 'DB09292')	1
DB01018	DB09301	True	False	('DB01018', 'DB09301')	1
DB01018	DB09317	True	False	('DB01018', 'DB09317')	1
DB01018	DB09318	True	False	('DB01018', 'DB09318')	1
DB01018	DB09320	True	False	('DB01018', 'DB09320')	1
DB01018	DB09324	True	False	('DB01018', 'DB09324')	1
DB01018	DB09325	True	False	('DB01018', 'DB09325')	1
DB01018	DB09329	True	False	('DB01018', 'DB09329')	1
DB01018	DB09344	True	False	('DB01018', 'DB09344')	1
DB01018	DB09357	True	False	('DB01018', 'DB09357')	1
DB01018	DB09394	True	False	('DB01018', 'DB09394')	1
DB01018	DB09395	True	False	('DB01018', 'DB09395')	1
DB01018	DB09407	True	False	('DB01018', 'DB09407')	1
DB01018	DB09418	True	False	('DB01018', 'DB09418')	1
DB01018	DB09472	True	False	('DB01018', 'DB09472')	1
DB01018	DB09477	True	False	('DB01018', 'DB09477')	1
DB01018	DB09481	True	False	('DB01018', 'DB09481')	1
DB01018	DB09488	True	False	('DB01018', 'DB09488')	1
DB01018	DB09496	True	False	('DB01018', 'DB09496')	1
DB01018	DB09502	True	False	('DB01018', 'DB09502')	1
DB01018	DB09546	True	False	('DB01018', 'DB09546')	1
DB01018	DB09570	True	False	('DB01018', 'DB09570')	1
DB01018	DB11090	True	False	('DB01018', 'DB11090')	1
DB01018	DB11098	True	False	('DB01018', 'DB11098')	1
DB01018	DB11102	True	False	('DB01018', 'DB11102')	1
DB01018	DB11114	True	False	('DB01018', 'DB11114')	1
DB01018	DB11127	True	False	('DB01018', 'DB11127')	1
DB01018	DB11135	True	False	('DB01018', 'DB11135')	1
DB01018	DB11136	True	False	('DB01018', 'DB11136')	1
DB01018	DB11145	True	False	('DB01018', 'DB11145')	1
DB01018	DB11164	True	False	('DB01018', 'DB11164')	1
DB01018	DB11251	True	False	('DB01018', 'DB11251')	1
DB01018	DB11278	True	False	('DB01018', 'DB11278')	1
DB01018	DB11328	True	False	('DB01018', 'DB11328')	1
DB01018	DB11338	True	False	('DB01018', 'DB11338')	1
DB01018	DB11358	True	False	('DB01018', 'DB11358')	1
DB01018	DB11364	True	False	('DB01018', 'DB11364')	1
DB01018	DB11560	True	False	('DB01018', 'DB11560')	1
DB01018	DB11577	True	False	('DB01018', 'DB11577')	1
DB01018	DB11587	True	False	('DB01018', 'DB11587')	1
DB01018	DB11598	True	False	('DB01018', 'DB11598')	1
DB01018	DB11691	True	False	('DB01018', 'DB11691')	1
DB01018	DB11817	True	False	('DB01018', 'DB11817')	1
DB01018	DB11915	True	False	('DB01018', 'DB11915')	1
DB01018	DB11943	True	False	('DB01018', 'DB11943')	1
DB01018	DB11989	True	False	('DB01018', 'DB11989')	1
DB01018	DB12007	True	False	('DB01018', 'DB12007')	1
DB01018	DB12107	True	False	('DB01018', 'DB12107')	1
DB01018	DB12161	True	False	('DB01018', 'DB12161')	1
DB01018	DB12783	True	False	('DB01018', 'DB12783')	1
DB01018	DB13139	True	False	('DB01018', 'DB13139')	1
DB01018	DB13156	True	False	('DB01018', 'DB13156')	1
DB01018	DB13178	True	False	('DB01018', 'DB13178')	1
DB01018	DB13185	True	False	('DB01018', 'DB13185')	1
DB01018	DB13191	True	False	('DB01018', 'DB13191')	1
DB01018	DB13269	True	False	('DB01018', 'DB13269')	1
DB01018	DB13293	True	False	('DB01018', 'DB13293')	1
DB01018	DB13595	True	False	('DB01018', 'DB13595')	1
DB01018	DB13873	True	False	('DB01018', 'DB13873')	1
DB01018	DB13884	True	False	('DB01018', 'DB13884')	1
DB01018	DB13909	True	False	('DB01018', 'DB13909')	1
DB01018	DB13943	True	False	('DB01018', 'DB13943')	1
DB01018	DB13944	True	False	('DB01018', 'DB13944')	1
DB01018	DB13967	True	False	('DB01018', 'DB13967')	1
DB01018	DB14007	True	False	('DB01018', 'DB14007')	1
DB01018	DB14498	True	False	('DB01018', 'DB14498')	1
DB01018	DB14499	True	False	('DB01018', 'DB14499')	1
DB01018	DB14526	True	False	('DB01018', 'DB14526')	1
DB01018	DB14527	True	False	('DB01018', 'DB14527')	1
DB01018	DB14528	True	False	('DB01018', 'DB14528')	1
DB01018	DB14529	True	False	('DB01018', 'DB14529')	1
DB01018	DB14530	True	False	('DB01018', 'DB14530')	1
DB01018	DB11085	True	False	('DB01018', 'DB11085')	1
DB01018	DB01115	True	False	('DB01018', 'DB01115')	1
DB01018	DB01222	True	False	('DB01018', 'DB01222')	1
DB01018	DB01394	True	False	('DB01018', 'DB01394')	1
DB01018	DB05676	True	False	('DB01018', 'DB05676')	1
DB01018	DB06228	True	False	('DB01018', 'DB06228')	1
DB01018	DB08904	True	False	('DB01018', 'DB08904')	1
DB01018	DB15593	True	False	('DB01018', 'DB15593')	1
DB01018	DB13987	True	False	('DB01018', 'DB13987')	1
DB01018	DB04890	True	False	('DB01018', 'DB04890')	1
DB01018	DB04930	True	False	('DB01018', 'DB04930')	1
DB01018	DB09095	True	False	('DB01018', 'DB09095')	1
DB01018	DB01082	True	False	('DB01018', 'DB01082')	1
DB01018	DB01172	True	False	('DB01018', 'DB01172')	1
DB01018	DB03615	True	False	('DB01018', 'DB03615')	1
DB01018	DB04729	True	False	('DB01018', 'DB04729')	1
DB01018	DB06696	True	False	('DB01018', 'DB06696')	1
DB01018	DB12604	True	False	('DB01018', 'DB12604')	1
DB01018	DB13540	True	False	('DB01018', 'DB13540')	1
DB01018	DB13145	True	False	('DB01018', 'DB13145')	1
DB01018	DB01035	True	False	('DB01018', 'DB01035')	1
DB01018	DB12615	True	False	('DB01018', 'DB12615')	1
DB01018	DB14509	True	False	('DB01018', 'DB14509')	1
DB01018	DB04831	True	False	('DB01018', 'DB04831')	1
DB01018	DB12766	True	False	('DB01018', 'DB12766')	1
DB01018	DB13801	True	False	('DB01018', 'DB13801')	1
DB01018	DB13803	True	False	('DB01018', 'DB13803')	1
DB01018	DB01144	True	False	('DB01018', 'DB01144')	1
DB01018	DB08907	True	False	('DB01018', 'DB08907')	1
DB01018	DB09338	True	False	('DB01018', 'DB09338')	1
DB01018	DB01325	True	False	('DB01018', 'DB01325')	1
DB01018	DB01412	True	False	('DB01018', 'DB01412')	1
DB01018	DB02925	True	False	('DB01018', 'DB02925')	1
DB01018	DB05034	True	False	('DB01018', 'DB05034')	1
DB01018	DB08961	True	False	('DB01018', 'DB08961')	1
DB01018	DB09015	True	False	('DB01018', 'DB09015')	1
DB01018	DB09125	True	False	('DB01018', 'DB09125')	1
DB01018	DB09401	True	False	('DB01018', 'DB09401')	1
DB01018	DB12221	True	False	('DB01018', 'DB12221')	1
DB01018	DB12670	True	False	('DB01018', 'DB12670')	1
DB01018	DB12704	True	False	('DB01018', 'DB12704')	1
DB01018	DB13284	True	False	('DB01018', 'DB13284')	1
DB01018	DB13405	True	False	('DB01018', 'DB13405')	1
DB01018	DB13617	True	False	('DB01018', 'DB13617')	1
DB01018	DB13663	True	False	('DB01018', 'DB13663')	1
DB01018	DB13708	True	False	('DB01018', 'DB13708')	1
DB01018	DB13792	True	False	('DB01018', 'DB13792')	1
DB01018	DB13989	True	False	('DB01018', 'DB13989')	1
DB01018	DB14018	True	False	('DB01018', 'DB14018')	1
DB01018	DB14500	True	False	('DB01018', 'DB14500')	1
DB01018	DB09235	True	False	('DB01018', 'DB09235')	1
DB01018	DB06292	True	False	('DB01018', 'DB06292')	1
DB01018	DB01395	True	False	('DB01018', 'DB01395')	1
DB01018	DB06212	True	False	('DB01018', 'DB06212')	1
DB01018	DB06370	True	False	('DB01018', 'DB06370')	1
DB01018	DB01345	True	False	('DB01018', 'DB01345')	1
DB01018	DB15959	True	False	('DB01018', 'DB15959')	1
DB01018	DB09046	True	False	('DB01018', 'DB09046')	1
DB01018	DB05077	True	False	('DB01018', 'DB05077')	1
DB01018	DB06155	True	False	('DB01018', 'DB06155')	1
DB01018	DB06624	True	False	('DB01018', 'DB06624')	1
DB01018	DB09061	True	False	('DB01018', 'DB09061')	1
DB01018	DB11903	True	False	('DB01018', 'DB11903')	1
DB01018	DB12193	True	False	('DB01018', 'DB12193')	1
DB01018	DB12649	True	False	('DB01018', 'DB12649')	1
DB01018	DB13070	True	False	('DB01018', 'DB13070')	1
DB01018	DB13950	True	False	('DB01018', 'DB13950')	1
DB01018	DB14011	True	False	('DB01018', 'DB14011')	1
DB01018	DB14043	True	False	('DB01018', 'DB14043')	1
DB01018	DB14737	True	False	('DB01018', 'DB14737')	1
DB01018	DB01032	True	False	('DB01018', 'DB01032')	1
DB01018	DB13952	True	False	('DB01018', 'DB13952')	1
DB01018	DB13954	True	False	('DB01018', 'DB13954')	1
DB01018	DB13955	True	False	('DB01018', 'DB13955')	1
DB01018	DB13956	True	False	('DB01018', 'DB13956')	1
DB01018	DB14006	True	False	('DB01018', 'DB14006')	1
DB01018	DB08838	True	False	('DB01018', 'DB08838')	1
DB01018	DB03128	True	False	('DB01018', 'DB03128')	1
DB01018	DB03566	True	False	('DB01018', 'DB03566')	1
DB01018	DB04830	True	False	('DB01018', 'DB04830')	1
DB01018	DB05381	True	False	('DB01018', 'DB05381')	1
DB01018	DB09555	True	False	('DB01018', 'DB09555')	1
DB01018	DB12598	True	False	('DB01018', 'DB12598')	1
DB01018	DB08882	True	False	('DB01018', 'DB08882')	1
DB01018	DB09073	True	False	('DB01018', 'DB09073')	1
DB01018	DB11963	True	False	('DB01018', 'DB11963')	1
DB01018	DB12141	True	False	('DB01018', 'DB12141')	1
DB01018	DB13953	True	False	('DB01018', 'DB13953')	1
DB01018	DB12057	True	False	('DB01018', 'DB12057')	1
DB01018	DB06814	True	False	('DB01018', 'DB06814')	1
DB01018	DB14009	True	False	('DB01018', 'DB14009')	1
DB01018	DB11823	True	False	('DB01018', 'DB11823')	1
DB01018	DB14754	True	False	('DB01018', 'DB14754')	1
DB01018	DB13946	True	False	('DB01018', 'DB13946')	1
DB01018	DB01238	True	False	('DB01018', 'DB01238')	1
DB01018	DB14185	True	False	('DB01018', 'DB14185')	1
DB01018	DB01233	True	False	('DB01018', 'DB01233')	1
DB01018	DB01224	True	False	('DB01018', 'DB01224')	1
DB01018	DB11732	True	False	('DB01018', 'DB11732')	1
DB01018	DB06119	True	False	('DB01018', 'DB06119')	1
DB01018	DB01021	True	False	('DB01018', 'DB01021')	1
DB01018	DB01324	True	False	('DB01018', 'DB01324')	1
