drugA	drugB	drugcomb	adv/app
DB00765	DB12212	('DB00765', 'DB12212')	1
DB00765	DB12766	('DB00765', 'DB12766')	1
DB00765	DB12945	('DB00765', 'DB12945')	1
DB00765	DB13166	('DB00765', 'DB13166')	1
DB00765	DB13211	('DB00765', 'DB13211')	1
DB00765	DB13312	('DB00765', 'DB13312')	1
DB00765	DB13374	('DB00765', 'DB13374')	1
DB00765	DB13400	('DB00765', 'DB13400')	1
DB00765	DB13410	('DB00765', 'DB13410')	1
DB00765	DB13429	('DB00765', 'DB13429')	1
DB00765	DB13435	('DB00765', 'DB13435')	1
DB00765	DB13443	('DB00765', 'DB13443')	1
DB00765	DB13452	('DB00765', 'DB13452')	1
DB00765	DB13508	('DB00765', 'DB13508')	1
DB00765	DB13575	('DB00765', 'DB13575')	1
DB00765	DB13604	('DB00765', 'DB13604')	1
DB00765	DB13631	('DB00765', 'DB13631')	1
DB00765	DB13757	('DB00765', 'DB13757')	1
DB00765	DB13779	('DB00765', 'DB13779')	1
DB00765	DB13801	('DB00765', 'DB13801')	1
DB00765	DB13803	('DB00765', 'DB13803')	1
DB00765	DB13919	('DB00765', 'DB13919')	1
DB00765	DB14068	('DB00765', 'DB14068')	1
DB00765	DB14094	('DB00765', 'DB14094')	1
DB00765	DB14125	('DB00765', 'DB14125')	1
DB00765	DB14207	('DB00765', 'DB14207')	1
DB00765	DB14208	('DB00765', 'DB14208')	1
DB00765	DB14213	('DB00765', 'DB14213')	1
DB00765	DB14217	('DB00765', 'DB14217')	1
DB00765	DB00790	('DB00765', 'DB00790')	1
DB00765	DB00796	('DB00765', 'DB00796')	1
DB00765	DB00800	('DB00765', 'DB00800')	1
DB00765	DB00876	('DB00765', 'DB00876')	1
DB00765	DB00881	('DB00765', 'DB00881')	1
DB00765	DB00966	('DB00765', 'DB00966')	1
DB00765	DB00968	('DB00765', 'DB00968')	1
DB00765	DB01023	('DB00765', 'DB01023')	1
DB00765	DB01029	('DB00765', 'DB01029')	1
DB00765	DB01054	('DB00765', 'DB01054')	1
DB00765	DB01136	('DB00765', 'DB01136')	1
DB00765	DB01158	('DB00765', 'DB01158')	1
DB00765	DB01162	('DB00765', 'DB01162')	1
DB00765	DB01193	('DB00765', 'DB01193')	1
DB00765	DB01197	('DB00765', 'DB01197')	1
DB00765	DB01203	('DB00765', 'DB01203')	1
DB00765	DB01244	('DB00765', 'DB01244')	1
DB00765	DB01275	('DB00765', 'DB01275')	1
DB00765	DB01340	('DB00765', 'DB01340')	1
DB00765	DB04861	('DB00765', 'DB04861')	1
DB00765	DB06712	('DB00765', 'DB06712')	1
DB00765	DB08822	('DB00765', 'DB08822')	1
DB00765	DB08931	('DB00765', 'DB08931')	1
DB00765	DB09026	('DB00765', 'DB09026')	1
DB00765	DB09235	('DB00765', 'DB09235')	1
DB00765	DB09236	('DB00765', 'DB09236')	1
DB00765	DB09477	('DB00765', 'DB09477')	1
DB00765	DB11783	('DB00765', 'DB11783')	1
DB00765	DB09237	('DB00765', 'DB09237')	1
DB00765	DB00820	('DB00765', 'DB00820')	1
DB00765	DB00862	('DB00765', 'DB00862')	1
DB00765	DB00975	('DB00765', 'DB00975')	1
DB00765	DB05266	('DB00765', 'DB05266')	1
DB00765	DB06237	('DB00765', 'DB06237')	1
DB00765	DB06267	('DB00765', 'DB06267')	1
DB00765	DB09273	('DB00765', 'DB09273')	1
DB00765	DB11792	('DB00765', 'DB11792')	1
DB00765	DB12010	('DB00765', 'DB12010')	1
DB00765	DB01088	('DB00765', 'DB01088')	1
DB00765	DB01240	('DB00765', 'DB01240')	1
DB00765	DB14337	('DB00765', 'DB14337')	1
DB00765	DB00784	('DB00765', 'DB00784')	1
DB00765	DB00788	('DB00765', 'DB00788')	1
DB00765	DB00795	('DB00765', 'DB00795')	1
DB00765	DB00812	('DB00765', 'DB00812')	1
DB00765	DB00814	('DB00765', 'DB00814')	1
DB00765	DB00821	('DB00765', 'DB00821')	1
DB00765	DB00861	('DB00765', 'DB00861')	1
DB00765	DB00936	('DB00765', 'DB00936')	1
DB00765	DB00939	('DB00765', 'DB00939')	1
DB00765	DB00991	('DB00765', 'DB00991')	1
DB00765	DB01009	('DB00765', 'DB01009')	1
DB00765	DB01014	('DB00765', 'DB01014')	1
DB00765	DB01050	('DB00765', 'DB01050')	1
DB00765	DB01283	('DB00765', 'DB01283')	1
DB00765	DB01397	('DB00765', 'DB01397')	1
DB00765	DB01399	('DB00765', 'DB01399')	1
DB00765	DB01401	('DB00765', 'DB01401')	1
DB00765	DB01419	('DB00765', 'DB01419')	1
DB00765	DB01424	('DB00765', 'DB01424')	1
DB00765	DB01435	('DB00765', 'DB01435')	1
DB00765	DB01600	('DB00765', 'DB01600')	1
DB00765	DB01628	('DB00765', 'DB01628')	1
DB00765	DB02224	('DB00765', 'DB02224')	1
DB00765	DB03585	('DB00765', 'DB03585')	1
DB00765	DB04725	('DB00765', 'DB04725')	1
DB00765	DB04743	('DB00765', 'DB04743')	1
DB00765	DB04812	('DB00765', 'DB04812')	1
DB00765	DB04817	('DB00765', 'DB04817')	1
DB00765	DB04828	('DB00765', 'DB04828')	1
DB00765	DB05095	('DB00765', 'DB05095')	1
DB00765	DB06725	('DB00765', 'DB06725')	1
DB00765	DB06736	('DB00765', 'DB06736')	1
DB00765	DB06737	('DB00765', 'DB06737')	1
DB00765	DB07402	('DB00765', 'DB07402')	1
DB00765	DB08439	('DB00765', 'DB08439')	1
DB00765	DB08797	('DB00765', 'DB08797')	1
DB00765	DB08940	('DB00765', 'DB08940')	1
DB00765	DB08942	('DB00765', 'DB08942')	1
DB00765	DB08951	('DB00765', 'DB08951')	1
DB00765	DB08955	('DB00765', 'DB08955')	1
DB00765	DB08976	('DB00765', 'DB08976')	1
DB00765	DB08981	('DB00765', 'DB08981')	1
DB00765	DB08984	('DB00765', 'DB08984')	1
DB00765	DB08991	('DB00765', 'DB08991')	1
DB00765	DB09084	('DB00765', 'DB09084')	1
DB00765	DB09213	('DB00765', 'DB09213')	1
DB00765	DB09214	('DB00765', 'DB09214')	1
DB00765	DB09215	('DB00765', 'DB09215')	1
DB00765	DB09216	('DB00765', 'DB09216')	1
DB00765	DB09217	('DB00765', 'DB09217')	1
DB00765	DB09218	('DB00765', 'DB09218')	1
DB00765	DB09285	('DB00765', 'DB09285')	1
DB00765	DB09288	('DB00765', 'DB09288')	1
DB00765	DB09295	('DB00765', 'DB09295')	1
DB00765	DB11455	('DB00765', 'DB11455')	1
DB00765	DB11466	('DB00765', 'DB11466')	1
DB00765	DB11518	('DB00765', 'DB11518')	1
DB00765	DB12399	('DB00765', 'DB12399')	1
DB00765	DB12445	('DB00765', 'DB12445')	1
DB00765	DB12545	('DB00765', 'DB12545')	1
DB00765	DB12610	('DB00765', 'DB12610')	1
DB00765	DB13001	('DB00765', 'DB13001')	1
DB00765	DB13167	('DB00765', 'DB13167')	1
DB00765	DB13217	('DB00765', 'DB13217')	1
DB00765	DB13232	('DB00765', 'DB13232')	1
DB00765	DB13286	('DB00765', 'DB13286')	1
DB00765	DB13314	('DB00765', 'DB13314')	1
DB00765	DB13371	('DB00765', 'DB13371')	1
DB00765	DB13407	('DB00765', 'DB13407')	1
DB00765	DB13432	('DB00765', 'DB13432')	1
DB00765	DB13481	('DB00765', 'DB13481')	1
DB00765	DB13524	('DB00765', 'DB13524')	1
DB00765	DB13527	('DB00765', 'DB13527')	1
DB00765	DB13538	('DB00765', 'DB13538')	1
DB00765	DB13544	('DB00765', 'DB13544')	1
DB00765	DB13612	('DB00765', 'DB13612')	1
DB00765	DB13629	('DB00765', 'DB13629')	1
DB00765	DB13649	('DB00765', 'DB13649')	1
DB00765	DB13657	('DB00765', 'DB13657')	1
DB00765	DB13722	('DB00765', 'DB13722')	1
DB00765	DB13783	('DB00765', 'DB13783')	1
DB00765	DB13860	('DB00765', 'DB13860')	1
DB00765	DB14059	('DB00765', 'DB14059')	1
DB00765	DB14060	('DB00765', 'DB14060')	1
DB00765	DB14938	('DB00765', 'DB14938')	1
DB00765	DB09212	('DB00765', 'DB09212')	1
DB00765	DB04552	('DB00765', 'DB04552')	1
DB00765	DB09227	('DB00765', 'DB09227')	1
DB00765	DB00872	('DB00765', 'DB00872')	1
DB00765	DB00883	('DB00765', 'DB00883')	1
DB00765	DB00887	('DB00765', 'DB00887')	1
DB00765	DB00903	('DB00765', 'DB00903')	1
DB00765	DB00922	('DB00765', 'DB00922')	1
DB00765	DB01020	('DB00765', 'DB01020')	1
DB00765	DB01113	('DB00765', 'DB01113')	1
DB00765	DB01115	('DB00765', 'DB01115')	1
DB00765	DB01118	('DB00765', 'DB01118')	1
DB00765	DB01144	('DB00765', 'DB01144')	1
DB00765	DB01169	('DB00765', 'DB01169')	1
DB00765	DB01229	('DB00765', 'DB01229')	1
DB00765	DB01282	('DB00765', 'DB01282')	1
DB00765	DB01612	('DB00765', 'DB01612')	1
DB00765	DB04899	('DB00765', 'DB04899')	1
DB00765	DB04920	('DB00765', 'DB04920')	1
DB00765	DB06292	('DB00765', 'DB06292')	1
DB00765	DB08907	('DB00765', 'DB08907')	1
DB00765	DB09038	('DB00765', 'DB09038')	1
DB00765	DB09077	('DB00765', 'DB09077')	1
DB00765	DB09112	('DB00765', 'DB09112')	1
DB00765	DB09204	('DB00765', 'DB09204')	1
DB00765	DB09232	('DB00765', 'DB09232')	1
DB00765	DB09279	('DB00765', 'DB09279')	1
DB00765	DB09292	('DB00765', 'DB09292')	1
DB00765	DB11632	('DB00765', 'DB11632')	1
DB00765	DB15456	('DB00765', 'DB15456')	1
DB00765	DB01224	('DB00765', 'DB01224')	1
DB00765	DB01021	('DB00765', 'DB01021')	1
DB00765	DB01324	('DB00765', 'DB01324')	1
DB00765	DB13532	('DB00765', 'DB13532')	1
DB00765	DB00774	('DB00765', 'DB00774')	1
DB00765	DB00880	('DB00765', 'DB00880')	1
DB00765	DB00999	('DB00765', 'DB00999')	1
DB00765	DB13430	('DB00765', 'DB13430')	1
DB00765	DB15861	('DB00765', 'DB15861')	1
DB00765	DB00808	('DB00765', 'DB00808')	1
DB00765	DB00935	('DB00765', 'DB00935')	1
DB00765	DB16629	('DB00765', 'DB16629')	1
DB00765	DB06207	('DB00765', 'DB06207')	1
DB00765	DB11201	('DB00765', 'DB11201')	1
DB00765	DB11323	('DB00765', 'DB11323')	1
DB00765	DB15226	('DB00765', 'DB15226')	1
DB00765	DB15031	('DB00765', 'DB15031')	1
DB00765	DB11732	('DB00765', 'DB11732')	1
DB00765	DB09517	('DB00765', 'DB09517')	1
DB00765	DB05087	('DB00765', 'DB05087')	1
DB00765	DB05084	('DB00765', 'DB05084')	1
DB00765	DB12543	('DB00765', 'DB12543')	1
DB00767	DB01116	('DB00767', 'DB01116')	1
DB00767	DB01018	('DB00767', 'DB01018')	1
DB00767	DB09242	('DB00767', 'DB09242')	1
DB00767	DB11738	('DB00767', 'DB11738')	1
DB00770	DB00820	('DB00770', 'DB00820')	1
DB00771	DB01116	('DB00771', 'DB01116')	1
DB00771	DB01018	('DB00771', 'DB01018')	1
DB00771	DB01626	('DB00771', 'DB01626')	1
DB00771	DB12661	('DB00771', 'DB12661')	1
DB00771	DB09242	('DB00771', 'DB09242')	1
DB00771	DB11738	('DB00771', 'DB11738')	1
DB00773	DB01275	('DB00773', 'DB01275')	1
DB00773	DB00820	('DB00773', 'DB00820')	1
DB00773	DB06403	('DB00773', 'DB06403')	1
DB00773	DB12945	('DB00773', 'DB12945')	1
DB00773	DB08931	('DB00773', 'DB08931')	1
DB00774	DB01119	('DB00774', 'DB01119')	1
DB00774	DB01116	('DB00774', 'DB01116')	1
DB00774	DB01180	('DB00774', 'DB01180')	1
DB00774	DB00820	('DB00774', 'DB00820')	1
DB00774	DB01626	('DB00774', 'DB01626')	1
DB00774	DB00968	('DB00774', 'DB00968')	1
DB00774	DB01018	('DB00774', 'DB01018')	1
DB00774	DB01089	('DB00774', 'DB01089')	1
DB00774	DB01170	('DB00774', 'DB01170')	1
DB00774	DB01275	('DB00774', 'DB01275')	1
DB00774	DB04840	('DB00774', 'DB04840')	1
DB00774	DB06403	('DB00774', 'DB06403')	1
DB00774	DB06762	('DB00774', 'DB06762')	1
DB00774	DB08931	('DB00774', 'DB08931')	1
DB00774	DB08932	('DB00774', 'DB08932')	1
DB00774	DB09206	('DB00774', 'DB09206')	1
DB00774	DB09242	('DB00774', 'DB09242')	1
DB00774	DB09363	('DB00774', 'DB09363')	1
DB00774	DB11738	('DB00774', 'DB11738')	1
DB00774	DB12465	('DB00774', 'DB12465')	1
DB00774	DB12661	('DB00774', 'DB12661')	1
DB00774	DB12945	('DB00774', 'DB12945')	1
DB00774	DB13211	('DB00774', 'DB13211')	1
DB00774	DB13410	('DB00774', 'DB13410')	1
DB00774	DB13429	('DB00774', 'DB13429')	1
DB00774	DB13435	('DB00774', 'DB13435')	1
DB00774	DB13452	('DB00774', 'DB13452')	1
DB00774	DB13575	('DB00774', 'DB13575')	1
DB00774	DB13604	('DB00774', 'DB13604')	1
DB00774	DB13631	('DB00774', 'DB13631')	1
DB00774	DB13779	('DB00774', 'DB13779')	1
DB00775	DB00820	('DB00775', 'DB00820')	1
DB00775	DB00968	('DB00775', 'DB00968')	1
DB00775	DB01018	('DB00775', 'DB01018')	1
DB00775	DB01170	('DB00775', 'DB01170')	1
DB00775	DB01275	('DB00775', 'DB01275')	1
DB00775	DB08932	('DB00775', 'DB08932')	1
DB00775	DB01626	('DB00775', 'DB01626')	1
DB00776	DB01626	('DB00776', 'DB01626')	1
DB00776	DB12661	('DB00776', 'DB12661')	1
DB00776	DB01018	('DB00776', 'DB01018')	1
DB00776	DB06403	('DB00776', 'DB06403')	1
DB00776	DB00820	('DB00776', 'DB00820')	1
DB00777	DB01089	('DB00777', 'DB01089')	1
DB00777	DB01116	('DB00777', 'DB01116')	1
DB00777	DB01119	('DB00777', 'DB01119')	1
DB00777	DB01170	('DB00777', 'DB01170')	1
DB00777	DB01275	('DB00777', 'DB01275')	1
DB00777	DB04840	('DB00777', 'DB04840')	1
DB00777	DB06403	('DB00777', 'DB06403')	1
DB00777	DB06762	('DB00777', 'DB06762')	1
DB00777	DB08931	('DB00777', 'DB08931')	1
DB00777	DB08932	('DB00777', 'DB08932')	1
DB00777	DB09363	('DB00777', 'DB09363')	1
DB00777	DB12945	('DB00777', 'DB12945')	1
DB00777	DB13211	('DB00777', 'DB13211')	1
DB00777	DB13410	('DB00777', 'DB13410')	1
DB00777	DB13429	('DB00777', 'DB13429')	1
DB00777	DB13435	('DB00777', 'DB13435')	1
DB00777	DB13452	('DB00777', 'DB13452')	1
DB00777	DB13575	('DB00777', 'DB13575')	1
DB00777	DB13604	('DB00777', 'DB13604')	1
DB00777	DB13631	('DB00777', 'DB13631')	1
DB00777	DB13779	('DB00777', 'DB13779')	1
DB00777	DB01180	('DB00777', 'DB01180')	1
DB00777	DB00968	('DB00777', 'DB00968')	1
DB00777	DB01018	('DB00777', 'DB01018')	1
DB00777	DB09242	('DB00777', 'DB09242')	1
DB00777	DB11738	('DB00777', 'DB11738')	1
DB00777	DB00820	('DB00777', 'DB00820')	1
DB00777	DB01626	('DB00777', 'DB01626')	1
DB00777	DB09206	('DB00777', 'DB09206')	1
DB00777	DB12661	('DB00777', 'DB12661')	1
DB00778	DB06403	('DB00778', 'DB06403')	1
DB00779	DB12945	('DB00779', 'DB12945')	1
DB00780	DB00968	('DB00780', 'DB00968')	1
DB00780	DB01018	('DB00780', 'DB01018')	1
DB00780	DB01089	('DB00780', 'DB01089')	1
DB00780	DB01116	('DB00780', 'DB01116')	1
DB00780	DB01119	('DB00780', 'DB01119')	1
DB00780	DB01170	('DB00780', 'DB01170')	1
DB00780	DB01180	('DB00780', 'DB01180')	1
DB00780	DB01275	('DB00780', 'DB01275')	1
DB00780	DB04840	('DB00780', 'DB04840')	1
DB00780	DB06403	('DB00780', 'DB06403')	1
DB00780	DB06762	('DB00780', 'DB06762')	1
DB00780	DB08931	('DB00780', 'DB08931')	1
DB00780	DB08932	('DB00780', 'DB08932')	1
DB00780	DB09206	('DB00780', 'DB09206')	1
DB00780	DB09242	('DB00780', 'DB09242')	1
DB00780	DB09363	('DB00780', 'DB09363')	1
DB00780	DB11738	('DB00780', 'DB11738')	1
DB00780	DB12661	('DB00780', 'DB12661')	1
DB00780	DB12945	('DB00780', 'DB12945')	1
DB00780	DB13211	('DB00780', 'DB13211')	1
DB00780	DB13410	('DB00780', 'DB13410')	1
DB00780	DB13429	('DB00780', 'DB13429')	1
DB00780	DB13435	('DB00780', 'DB13435')	1
DB00780	DB13452	('DB00780', 'DB13452')	1
DB00780	DB13575	('DB00780', 'DB13575')	1
DB00780	DB13604	('DB00780', 'DB13604')	1
DB00780	DB13631	('DB00780', 'DB13631')	1
DB00780	DB13779	('DB00780', 'DB13779')	1
DB00780	DB00820	('DB00780', 'DB00820')	1
DB00780	DB01626	('DB00780', 'DB01626')	1
DB00782	DB01116	('DB00782', 'DB01116')	1
DB00782	DB01018	('DB00782', 'DB01018')	1
DB00782	DB00820	('DB00782', 'DB00820')	1
DB00782	DB00968	('DB00782', 'DB00968')	1
DB00782	DB01170	('DB00782', 'DB01170')	1
DB00782	DB01275	('DB00782', 'DB01275')	1
DB00782	DB08932	('DB00782', 'DB08932')	1
DB00782	DB09242	('DB00782', 'DB09242')	1
DB00782	DB11738	('DB00782', 'DB11738')	1
DB00783	DB08931	('DB00783', 'DB08931')	1
DB00783	DB06403	('DB00783', 'DB06403')	1
DB00783	DB00820	('DB00783', 'DB00820')	1
DB00783	DB00968	('DB00783', 'DB00968')	1
DB00783	DB01018	('DB00783', 'DB01018')	1
DB00783	DB01275	('DB00783', 'DB01275')	1
DB00783	DB08932	('DB00783', 'DB08932')	1
DB00783	DB01170	('DB00783', 'DB01170')	1
DB00783	DB12945	('DB00783', 'DB12945')	1
DB00784	DB01275	('DB00784', 'DB01275')	1
DB00784	DB01180	('DB00784', 'DB01180')	1
DB00784	DB00968	('DB00784', 'DB00968')	1
DB00784	DB01018	('DB00784', 'DB01018')	1
DB00784	DB01089	('DB00784', 'DB01089')	1
DB00784	DB01116	('DB00784', 'DB01116')	1
DB00784	DB01119	('DB00784', 'DB01119')	1
DB00784	DB01170	('DB00784', 'DB01170')	1
DB00784	DB01626	('DB00784', 'DB01626')	1
DB00784	DB04840	('DB00784', 'DB04840')	1
DB00784	DB06762	('DB00784', 'DB06762')	1
DB00784	DB08931	('DB00784', 'DB08931')	1
DB00784	DB08932	('DB00784', 'DB08932')	1
DB00784	DB09206	('DB00784', 'DB09206')	1
DB00784	DB09242	('DB00784', 'DB09242')	1
DB00784	DB09363	('DB00784', 'DB09363')	1
DB00784	DB11738	('DB00784', 'DB11738')	1
DB00784	DB12661	('DB00784', 'DB12661')	1
DB00784	DB12945	('DB00784', 'DB12945')	1
DB00784	DB13211	('DB00784', 'DB13211')	1
DB00784	DB13410	('DB00784', 'DB13410')	1
DB00784	DB13429	('DB00784', 'DB13429')	1
DB00784	DB13435	('DB00784', 'DB13435')	1
DB00784	DB13452	('DB00784', 'DB13452')	1
DB00784	DB13575	('DB00784', 'DB13575')	1
DB00784	DB13604	('DB00784', 'DB13604')	1
DB00784	DB13631	('DB00784', 'DB13631')	1
DB00784	DB13779	('DB00784', 'DB13779')	1
DB00784	DB00820	('DB00784', 'DB00820')	1
DB00784	DB06403	('DB00784', 'DB06403')	1
DB00785	DB01119	('DB00785', 'DB01119')	1
DB00785	DB01018	('DB00785', 'DB01018')	1
DB00785	DB09242	('DB00785', 'DB09242')	1
DB00785	DB01089	('DB00785', 'DB01089')	1
DB00785	DB01116	('DB00785', 'DB01116')	1
DB00785	DB01170	('DB00785', 'DB01170')	1
DB00785	DB01180	('DB00785', 'DB01180')	1
DB00785	DB04840	('DB00785', 'DB04840')	1
DB00785	DB06403	('DB00785', 'DB06403')	1
DB00785	DB06762	('DB00785', 'DB06762')	1
DB00785	DB08932	('DB00785', 'DB08932')	1
DB00785	DB09206	('DB00785', 'DB09206')	1
DB00785	DB09363	('DB00785', 'DB09363')	1
DB00785	DB11738	('DB00785', 'DB11738')	1
DB00785	DB12661	('DB00785', 'DB12661')	1
DB00785	DB12945	('DB00785', 'DB12945')	1
DB00785	DB13211	('DB00785', 'DB13211')	1
DB00785	DB13410	('DB00785', 'DB13410')	1
DB00785	DB13429	('DB00785', 'DB13429')	1
DB00785	DB13435	('DB00785', 'DB13435')	1
DB00785	DB13452	('DB00785', 'DB13452')	1
DB00785	DB13575	('DB00785', 'DB13575')	1
DB00785	DB13604	('DB00785', 'DB13604')	1
DB00785	DB13631	('DB00785', 'DB13631')	1
DB00785	DB13779	('DB00785', 'DB13779')	1
DB00785	DB00968	('DB00785', 'DB00968')	1
DB00785	DB01275	('DB00785', 'DB01275')	1
DB00785	DB08931	('DB00785', 'DB08931')	1
DB00785	DB00820	('DB00785', 'DB00820')	1
DB00785	DB01626	('DB00785', 'DB01626')	1
DB00787	DB00820	('DB00787', 'DB00820')	1
DB00787	DB00968	('DB00787', 'DB00968')	1
DB00787	DB01170	('DB00787', 'DB01170')	1
DB00787	DB01275	('DB00787', 'DB01275')	1
DB00787	DB08932	('DB00787', 'DB08932')	1
DB00787	DB12945	('DB00787', 'DB12945')	1
DB00787	DB01018	('DB00787', 'DB01018')	1
DB00788	DB01275	('DB00788', 'DB01275')	1
DB00788	DB01180	('DB00788', 'DB01180')	1
DB00788	DB00968	('DB00788', 'DB00968')	1
DB00788	DB01018	('DB00788', 'DB01018')	1
DB00788	DB01089	('DB00788', 'DB01089')	1
DB00788	DB01116	('DB00788', 'DB01116')	1
DB00788	DB01119	('DB00788', 'DB01119')	1
DB00788	DB01170	('DB00788', 'DB01170')	1
DB00788	DB01626	('DB00788', 'DB01626')	1
DB00788	DB04840	('DB00788', 'DB04840')	1
DB00788	DB06403	('DB00788', 'DB06403')	1
DB00788	DB06762	('DB00788', 'DB06762')	1
DB00788	DB08931	('DB00788', 'DB08931')	1
DB00788	DB08932	('DB00788', 'DB08932')	1
DB00788	DB09206	('DB00788', 'DB09206')	1
DB00788	DB09242	('DB00788', 'DB09242')	1
DB00788	DB09363	('DB00788', 'DB09363')	1
DB00788	DB11738	('DB00788', 'DB11738')	1
DB00788	DB12661	('DB00788', 'DB12661')	1
DB00788	DB12945	('DB00788', 'DB12945')	1
DB00788	DB13211	('DB00788', 'DB13211')	1
DB00788	DB13410	('DB00788', 'DB13410')	1
DB00788	DB13429	('DB00788', 'DB13429')	1
DB00788	DB13435	('DB00788', 'DB13435')	1
DB00788	DB13452	('DB00788', 'DB13452')	1
DB00788	DB13575	('DB00788', 'DB13575')	1
DB00788	DB13604	('DB00788', 'DB13604')	1
DB00788	DB13631	('DB00788', 'DB13631')	1
DB00788	DB13779	('DB00788', 'DB13779')	1
DB00788	DB00820	('DB00788', 'DB00820')	1
DB00789	DB00820	('DB00789', 'DB00820')	1
DB00789	DB00968	('DB00789', 'DB00968')	1
DB00789	DB01018	('DB00789', 'DB01018')	1
DB00789	DB01170	('DB00789', 'DB01170')	1
DB00789	DB01275	('DB00789', 'DB01275')	1
DB00789	DB08932	('DB00789', 'DB08932')	1
DB00790	DB01119	('DB00790', 'DB01119')	1
DB00790	DB09242	('DB00790', 'DB09242')	1
DB00790	DB11738	('DB00790', 'DB11738')	1
DB00790	DB12661	('DB00790', 'DB12661')	1
DB00790	DB01089	('DB00790', 'DB01089')	1
DB00790	DB04840	('DB00790', 'DB04840')	1
DB00790	DB06403	('DB00790', 'DB06403')	1
DB00790	DB06762	('DB00790', 'DB06762')	1
DB00790	DB08931	('DB00790', 'DB08931')	1
DB00790	DB09206	('DB00790', 'DB09206')	1
DB00790	DB09363	('DB00790', 'DB09363')	1
DB00790	DB12945	('DB00790', 'DB12945')	1
DB00790	DB13211	('DB00790', 'DB13211')	1
DB00790	DB13410	('DB00790', 'DB13410')	1
DB00790	DB13429	('DB00790', 'DB13429')	1
DB00790	DB13435	('DB00790', 'DB13435')	1
DB00790	DB13452	('DB00790', 'DB13452')	1
DB00790	DB13575	('DB00790', 'DB13575')	1
DB00790	DB13604	('DB00790', 'DB13604')	1
DB00790	DB13631	('DB00790', 'DB13631')	1
DB00790	DB13779	('DB00790', 'DB13779')	1
DB00790	DB01116	('DB00790', 'DB01116')	1
DB00790	DB00820	('DB00790', 'DB00820')	1
DB00790	DB01626	('DB00790', 'DB01626')	1
DB00790	DB00968	('DB00790', 'DB00968')	1
DB00790	DB01018	('DB00790', 'DB01018')	1
DB00790	DB01170	('DB00790', 'DB01170')	1
DB00790	DB01275	('DB00790', 'DB01275')	1
DB00790	DB08932	('DB00790', 'DB08932')	1
DB00790	DB01180	('DB00790', 'DB01180')	1
DB00792	DB04840	('DB00792', 'DB04840')	1
DB00794	DB01116	('DB00794', 'DB01116')	1
DB00794	DB00968	('DB00794', 'DB00968')	1
DB00794	DB01119	('DB00794', 'DB01119')	1
DB00794	DB01275	('DB00794', 'DB01275')	1
DB00794	DB09242	('DB00794', 'DB09242')	1
DB00794	DB12945	('DB00794', 'DB12945')	1
DB00794	DB01626	('DB00794', 'DB01626')	1
DB00794	DB12661	('DB00794', 'DB12661')	1
DB00794	DB01018	('DB00794', 'DB01018')	1
DB00794	DB08931	('DB00794', 'DB08931')	1
DB00794	DB00820	('DB00794', 'DB00820')	1
DB00794	DB06403	('DB00794', 'DB06403')	1
DB00794	DB06762	('DB00794', 'DB06762')	1
DB00794	DB08932	('DB00794', 'DB08932')	1
DB00795	DB01116	('DB00795', 'DB01116')	1
DB00795	DB01275	('DB00795', 'DB01275')	1
DB00795	DB01180	('DB00795', 'DB01180')	1
DB00795	DB00968	('DB00795', 'DB00968')	1
DB00795	DB01018	('DB00795', 'DB01018')	1
DB00795	DB01089	('DB00795', 'DB01089')	1
DB00795	DB01119	('DB00795', 'DB01119')	1
DB00795	DB01170	('DB00795', 'DB01170')	1
DB00795	DB01626	('DB00795', 'DB01626')	1
DB00795	DB04840	('DB00795', 'DB04840')	1
DB00795	DB06403	('DB00795', 'DB06403')	1
DB00795	DB06762	('DB00795', 'DB06762')	1
DB00795	DB08932	('DB00795', 'DB08932')	1
DB00795	DB09206	('DB00795', 'DB09206')	1
DB00795	DB09242	('DB00795', 'DB09242')	1
DB00795	DB09363	('DB00795', 'DB09363')	1
DB00795	DB11738	('DB00795', 'DB11738')	1
DB00795	DB12661	('DB00795', 'DB12661')	1
DB00795	DB12945	('DB00795', 'DB12945')	1
DB00795	DB13211	('DB00795', 'DB13211')	1
DB00795	DB13410	('DB00795', 'DB13410')	1
DB00795	DB13429	('DB00795', 'DB13429')	1
DB00795	DB13435	('DB00795', 'DB13435')	1
DB00795	DB13452	('DB00795', 'DB13452')	1
DB00795	DB13575	('DB00795', 'DB13575')	1
DB00795	DB13604	('DB00795', 'DB13604')	1
DB00795	DB13631	('DB00795', 'DB13631')	1
DB00795	DB13779	('DB00795', 'DB13779')	1
DB00795	DB00820	('DB00795', 'DB00820')	1
DB00795	DB08931	('DB00795', 'DB08931')	1
DB00796	DB01119	('DB00796', 'DB01119')	1
DB00796	DB01018	('DB00796', 'DB01018')	1
DB00796	DB09242	('DB00796', 'DB09242')	1
DB00796	DB11738	('DB00796', 'DB11738')	1
DB00796	DB12661	('DB00796', 'DB12661')	1
DB00796	DB00968	('DB00796', 'DB00968')	1
DB00796	DB01089	('DB00796', 'DB01089')	1
DB00796	DB01116	('DB00796', 'DB01116')	1
DB00796	DB01170	('DB00796', 'DB01170')	1
DB00796	DB01275	('DB00796', 'DB01275')	1
DB00796	DB06762	('DB00796', 'DB06762')	1
DB00796	DB08932	('DB00796', 'DB08932')	1
DB00796	DB09206	('DB00796', 'DB09206')	1
